Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
CDP-DG(i-20:0/PGE1),0.001044672,0.011470329,0.065320521,0.005154643,0.010724173,0.002917105,0.006869826,0.00284159,0.057136187,0.00852661,0.051226912,0.055772325,0.00932732,0.004204852,0.085704928,0.041730029,0.191365361,0.013186964,0.017068025,0.00950358
CHEBI:39547 CollisionEnergy:102040,0.001319934,0.014310775,0.050635667,0.00995532,0.017964277,0.00898547,0.008764034,0.023714046,0.031895011,0.002643329,0.046015538,0.049691894,0.013601777,0.03195499,0.034975563,0.023374507,0.027593814,0.056890556,0.014293794,0.020142131
"CL(10:0/11:0/18:2(9Z,11Z)/21:0)",0.000431984,0.00033211,0.001384606,0.000155325,0.00017721,0.000246933,0.000471488,0.000158021,0.000187488,0.000943227,0.002061776,0.00086116,0.000211987,0.001144011,0.002435438,0.00073024,0.002515128,0.000327908,0.000567272,0.000845592
CL(10:0/21:0/22:0/22:0),0.006030404,0.066547103,0.009516393,0.136151971,0.028365255,0.263737604,0.001225311,0.005500562,0.002403469,0.001104743,0.020595029,0.002897791,0.131657731,0.001544643,0.002503369,0.045170633,0.010115242,0.003391297,0.027019878,0.001539905
"CL(11:0/18:2(9Z,11Z)/21:0/a-21:0)",0.110203749,0.961219453,0.232299426,5.288625897,0.395107379,4.92671925,0.068932276,0.235536566,0.037631556,0.057350418,0.809700986,0.144194067,4.35050947,0.106986411,0.202162543,3.760033859,0.467751908,0.111442059,1.547297866,0.132380786
"CL(11:0/18:2(9Z,11Z)/22:0/22:0)",0.005855821,0.007016451,0.007071791,0.150871142,0.023744221,0.09519011,0.000923651,0.00447375,0.004140583,0.012443977,0.018971126,0.00762971,0.200635301,0.00328785,0.008897378,0.093690878,0.021774664,0.007832249,0.077427648,0.005698574
"CL(12:0/16:0/18:2(9Z,11Z)/24:0)",0.016562548,0.105581445,0.019699987,0.621730437,0.071875401,0.536950424,0.017778327,0.016614651,0.009072946,0.009908488,0.111240525,0.024680348,0.813632738,0.003902197,0.014797017,0.205135563,0.062130202,0.013231211,0.765751892,0.029735106
"CL(16:0/16:0/18:2(9Z,11Z)/24:0)",0.019436895,0.042887044,0.028470215,0.358101928,0.021959456,0.202771685,0.008644648,0.017118575,0.008954837,0.006797408,0.052849259,0.010156465,0.229965398,0.010777791,0.011584153,0.136680209,0.036284898,0.012871995,0.123572371,0.013568164
CL(16:0/16:0/i-16:0/25:0),0.002500594,0.003418017,0.003156043,0.016075713,0.003408989,0.02083956,0.001598878,0.00190752,0.001079598,0.001781454,0.001697378,0.001968662,0.019692386,0.002874214,0.003577657,0.009417372,0.001094452,0.0010359,0.010097293,0.004533927
CL(16:0/16:1(9Z)/18:1(9Z)/16:0),0.005324816,0.003835662,0.002985448,0.004145213,0.0076903,0.003259317,0.004522964,0.008042735,0.008469098,0.001266264,0.006819602,0.003761107,0.002833715,0.005617946,0.050390472,0.005711846,0.014003099,0.007153883,0.004992381,0.003980971
"CL(16:0/18:0/18:2(9Z,11Z)/i-22:0)",0.016904554,0.07974731,0.02690733,0.351440868,0.057705445,0.314592392,0.004226874,0.014812708,0.00738736,0.003713084,0.051065798,0.011141054,0.215466818,0.011519684,0.016978157,0.136052369,0.031834599,0.00761652,0.149667497,0.020034491
"CL(16:0/18:2(9Z,11Z)/18:2(9Z,11Z)/23:0)",0.001734158,0.070522926,0.020286393,1.516167033,0.034397356,0.391925578,0.001091758,0.0,0.002907593,0.0,0.079614874,0.010308312,0.572935695,0.005662689,0.011817446,0.204258564,0.025643663,0.0,0.089462728,0.009866658
"CL(16:0/18:2(9Z,11Z)/18:2(9Z,11Z)/25:0)",0.004135686,0.003415941,0.016420612,0.037934692,0.010710544,0.007654505,0.008424263,0.002571025,0.010792958,0.0,0.004056646,0.004250004,0.032090931,0.004160909,0.004573862,0.006279536,0.008759239,0.009385637,0.004838607,0.005008352
CL(16:1(9Z)/18:0/16:1(9Z)/16:1(9Z)),0.003784619,0.00183789,0.013307213,0.000598248,0.00069634,4.05894e-05,0.012002289,0.000404748,0.004178864,0.010528751,0.028321493,0.006765527,0.000751637,0.017394255,0.147256008,0.036499754,0.036816845,0.000891521,0.002876872,0.01350193
CL(18:0/16:0/18:0/18:1(11Z)),0.003682119,0.023101753,0.009456462,0.118320052,0.022257525,0.133752758,0.006440033,0.004122335,0.001849122,0.001500081,0.028724355,0.005040468,0.184093127,0.003882499,0.001870357,0.047974068,0.015474152,0.003620525,0.176233032,0.00890781
"CL(18:0/18:1(11Z)/18:0/18:2(9Z,12Z))",0.002970612,0.022253817,0.004117448,0.050336695,0.010373611,0.037147833,0.001402375,0.001960212,0.001237423,0.002050648,0.016809708,0.003845455,0.161065037,0.003054368,0.002541867,0.026149513,0.007975991,0.0,0.182762273,0.007039303
"CL(18:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:1(11Z))",0.000899252,0.001066969,0.000501965,0.0369555,0.002069708,0.029950412,0.000475316,0.001209262,0.001124445,0.000929487,0.003121205,0.001593609,0.005683158,0.000417771,0.001087932,0.021168836,0.001037636,0.001258963,0.019789894,0.000523496
"CL(18:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:1(9Z))",0.001374067,0.000504738,0.00296469,0.000105832,0.000151631,0.000107821,0.002036505,0.0,0.001736061,0.002624126,0.001514189,0.001088271,0.000537659,0.002477433,0.022387492,0.005747157,0.002747725,0.000260309,0.001123965,0.001354134
"CL(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",0.001130088,0.000212874,0.001181686,7.22272e-05,0.000127842,0.000278004,0.000352101,5.20154e-05,0.001248379,0.002240339,0.001309456,0.000417266,0.002398568,0.002745449,0.004819314,0.001274756,0.001408696,0.000601255,0.000249758,0.003248635
CL(8:0/21:0/21:0/a-21:0),0.022591653,0.133833856,0.017405563,0.845339072,0.075627208,0.936339293,0.01044155,0.041046051,0.004195677,0.00353809,0.105656955,0.016914879,0.699654397,0.011555947,0.021821877,0.394151458,0.072131756,0.017046735,0.277277501,0.016216013
CL(8:0/a-21:0/a-21:0/i-21:0),0.040711444,0.188440881,0.041255167,1.83263734,0.202130112,1.399287408,0.015886931,0.087880218,0.007821028,0.014041009,0.228308549,0.022448259,1.33570846,0.019986253,0.066680369,0.672036271,0.103212604,0.017627518,0.355208691,0.031650385
CL(i-12:0/14:0/14:0/i-22:0),0.002426467,0.001352559,0.004410034,0.000451711,0.000271258,0.000152052,0.011333472,0.000309282,0.002839239,0.003430829,0.006529971,0.002385821,0.000596741,0.006520493,0.088419117,0.018931116,0.013618273,0.001154004,0.00219051,0.004815133
"CL(i-12:0/18:2(9Z,11Z)/i-22:0/18:2(9Z,11Z))",0.000856845,0.000127547,0.001658501,6.56403e-05,0.000312755,0.000153531,0.001883203,0.000151228,0.00094635,0.001006747,0.001475232,0.000644711,0.000321374,0.001428929,0.010178305,0.004944159,0.001158432,5.71158e-05,0.000544524,0.00091525
"CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/a-25:0)[rac]",0.01875317,0.035624983,0.013500056,0.419901985,0.046728754,0.24534155,0.00681478,0.007221296,0.00352006,0.002944107,0.055924122,0.005725248,0.316933098,0.007973725,0.012767659,0.222430784,0.049902537,0.00645628,0.099337292,0.01065713
"CL(i-13:0/18:2(9Z,11Z)/i-22:0/i-22:0)",0.102687171,0.853146119,0.193667801,2.441064184,0.451818295,3.339932531,0.037118695,0.217456569,0.035488923,0.043426353,0.549428057,0.100635618,2.301857701,0.042408479,0.143158634,1.934876048,0.300451846,0.083656339,0.853231825,0.078054143
CL(i-14:0/a-13:0/i-14:0/a-13:0)[rac],0.008497792,0.001797984,0.020474233,0.000422312,0.000276503,0.00051581,0.013367336,0.000726005,0.009511999,0.011346754,0.016781689,0.024972521,0.00195497,0.017988892,0.025374585,0.026356634,0.023771288,0.002444709,0.010605053,0.023343261
CL(i-14:0/i-14:0/i-16:0/i-22:0),0.005711497,0.023781511,0.003615775,0.157192562,0.071753571,0.166261154,0.001629242,0.003998904,0.003876193,0.003214725,0.091369341,0.013354117,1.45910097,0.008357374,0.008582881,0.042992294,0.070263414,0.005649419,0.239977915,0.042280105
CL(i-15:0/16:0/a-17:0/20:0),0.003740641,0.004344943,0.000957688,0.023206464,0.003164818,0.013846011,0.0005747,0.001100048,0.000479029,0.003175014,0.00701448,0.003048561,0.118499933,0.001552113,0.001729705,0.004096071,0.007666732,0.001151825,0.163262908,0.005020166
CL(i-15:0/17:0/i-20:0/i-20:0),0.000427447,0.001441253,0.001164137,0.005083319,0.002355146,0.003047938,0.000555987,0.000573975,0.00027647,0.000767697,0.001409515,0.00088011,0.006103054,0.001735655,0.001802016,0.002492687,0.003045154,0.000497188,0.006297074,0.000939202
"CL(i-15:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-24:0)",0.0,0.140541875,0.075283723,1.556790027,0.149766419,1.357787721,0.024596659,0.0,0.0,0.109768176,0.151081274,0.015773536,1.070329745,0.041889012,0.029467104,1.254482487,0.08530521,0.0,0.25836326,0.007374562
CPA(16:0/0:0),0.018623738,0.004984983,0.00894853,0.006846256,0.001374539,0.007136717,0.003917467,0.016660724,0.012294781,0.051264676,0.006443763,0.007817799,0.013173288,0.029483984,0.033058758,0.038821772,0.024670412,0.019190824,0.00994736,0.130314627
CPA(18:0/0:0),0.028215573,0.012314964,0.029876832,0.002765431,0.001972826,0.001345737,0.035102239,0.004097019,0.018460653,0.077391361,0.018103912,0.015892105,0.009596617,0.150302043,0.131195023,0.081377981,0.058765112,0.001489289,0.014274993,0.202306094
Canrenone,0.524718803,0.275268538,0.369473883,0.354929897,0.598864672,0.414740474,0.126983193,0.451511852,0.611779402,0.317134627,0.665511029,0.432618943,0.267482555,0.167999649,0.106521267,0.166386235,0.357414293,0.54006873,0.437655704,0.123928697
Capsiamide,0.003511877,0.001693496,0.005914137,0.002291684,0.00097804,0.00230348,0.002015345,0.004218597,0.003669989,0.003932671,0.001661917,0.003212297,0.001138418,0.002225692,0.001474036,0.001419214,0.002625127,0.003947203,0.002064278,0.000768621
Capsiate,0.003600879,0.002604811,0.004324236,0.00384845,0.00487348,0.003379339,0.001620748,0.004043596,0.002553214,0.002495471,0.002297889,0.003084647,0.003635791,0.002595653,0.004645164,0.000497249,0.002999506,0.004940339,0.003281163,0.000905436
Capsicoside C,0.000115741,0.00102506,0.00377102,0.000441861,0.000488725,0.000973914,0.000279432,0.000285079,0.002144464,0.002218204,0.009783289,0.010534507,0.001706362,0.003079657,0.01625457,0.009977697,0.02442153,0.000561874,0.001324014,0.004177365
Carminomycin I,0.675962884,0.329795647,0.411819301,0.401582013,0.796056846,0.411291791,0.215953367,0.625761014,0.782436234,0.493717205,0.347188831,0.611691052,0.379892926,0.254791695,0.258335522,0.225802677,0.474014282,0.799029737,0.553073992,0.136815529
Cascarillin,0.005970076,0.007056687,0.002974185,0.007810792,0.014587615,0.004125276,0.004292425,0.008370863,0.015113935,0.011713128,0.002947965,0.010714251,0.005699012,0.002143178,0.001849951,0.005636923,0.005421937,0.009212695,0.007438807,0.003968458
Ceanothine B,0.000291992,0.001422893,0.000266495,0.001304983,0.000560211,0.001088472,0.000180242,0.000918392,0.000802445,0.000400267,0.000797958,0.001734756,0.001209136,0.001704265,0.000877554,0.006962004,0.016393747,0.00224594,0.001457611,0.001148659
Ceanothine C,0.013214038,0.005806218,0.004405499,0.013721329,0.005009193,0.005041429,0.001356383,0.004930542,0.014215856,0.013813427,0.01117989,0.013889229,0.003257623,0.014822789,0.01514048,0.014227918,0.001126129,0.009639178,0.002617319,0.024221878
Cer(d16:1/PGE2),0.00291561,0.001585718,0.001809767,0.000214247,0.000457386,0.000256702,0.004977539,0.00060425,0.000410595,0.001306456,0.004041204,0.00701088,0.000382763,0.002991923,0.024149943,0.00867774,0.009144775,0.000238897,0.00306102,0.002512324
"Cer(d20:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.002337103,0.001470211,0.016084318,0.000211799,0.000372545,0.000255688,0.006501862,0.000319963,0.001713634,0.002932444,0.007065429,0.005460841,0.000601667,0.003488456,0.009667824,0.005381056,0.037223774,0.000377612,0.002071623,0.001016525
Cer(d20:1/6 keto-PGF1alpha),0.001712473,0.0018442,0.013569375,0.000668539,0.000423081,0.001997854,0.005742712,0.000327676,0.000654761,0.001345872,0.003744879,0.013084593,0.000808891,0.001990702,0.003891335,0.00600096,0.051190731,0.001630044,0.003042218,0.001091148
Cer-NP t34:0,0.003074294,0.001165631,0.013080646,0.000601056,0.000700718,0.00094903,0.005067332,0.000627149,0.001538229,0.001630598,0.002556388,0.003873562,0.000910271,0.003918727,0.006380164,0.001415097,0.015373408,0.001933444,0.003361489,0.005721985
Chavicol,0.07346811,0.024556946,0.033540594,0.026574457,0.068792398,0.010905229,0.016388869,0.040056373,0.057257769,0.058075778,0.0219996,0.037802654,0.027378139,0.021991734,0.020546768,0.022854673,0.043501319,0.05808297,0.018539069,0.017352817
Chenodeoxyglycocholate,0.004494675,0.003377614,0.002976187,0.006023277,0.007653787,0.004151493,0.001480672,0.004078055,0.006706636,0.003229924,0.001703169,0.004079655,0.005311807,0.001663582,0.00171985,0.0028786,0.002989847,0.005731313,0.003004314,0.000863363
Chimyl alcohol,0.002631043,0.000834882,0.002235004,0.000218127,0.000127532,0.000145335,0.002142646,0.000191865,0.00104633,0.004634521,0.014891892,0.002930175,0.00043865,0.010387077,0.006710572,0.004319305,0.01042281,0.000928341,0.000872176,0.016106373
Chlorobactene,0.006694231,0.001788165,0.011366413,0.001102183,0.00080927,0.001283127,0.001132707,0.000723514,0.001922221,0.006307704,0.003774549,0.002399402,0.001528433,0.023988631,0.007594045,0.005936431,0.002364493,0.001595446,0.001059509,0.072461101
Chlorophyll b from Chlorella,0.000589983,0.00304187,0.001747371,0.000632214,0.001011531,0.000694513,0.000783214,0.001852041,0.007239793,0.011420266,0.009819995,0.03445368,0.002608619,0.006820434,0.000374274,0.023269464,0.001556702,0.008253822,0.001113317,0.009935807
Cholesterol glucuronide,0.004271931,0.00170162,0.001396315,0.000871621,0.001581127,0.000644014,0.003005375,0.001974525,0.001890648,0.005049631,0.006304473,0.007353861,0.001273773,0.008527204,0.008061754,0.003222518,0.006267117,0.003375641,0.005769986,0.005239712
Cholesterol sulfate,4.815989991,1.531693125,20.02531629,0.236920461,0.12654954,0.184087817,12.06511916,0.220062191,3.265962623,4.037160815,8.976956512,3.845560032,0.981050516,7.135605913,17.37703931,16.09519109,9.446755726,0.538533021,3.150306768,10.73136157
Cholesteryl glucoside,0.013832747,0.001518495,0.001381076,0.001072017,0.001033945,0.000785586,0.005345154,0.000365087,0.004816825,0.013180023,0.073201138,0.016800771,0.001586616,0.058654988,0.04060505,0.007351616,0.02498958,0.003949359,0.009249553,0.075709136
Cholesteryl laurate,0.017192125,0.008137198,0.009310776,0.006352625,0.023634573,0.007448646,0.002561864,0.013604689,0.012471771,0.027777942,0.00564649,0.019219612,0.008132047,0.038489972,0.00391196,0.021691963,0.018839203,0.014503793,0.011654084,0.048146663
Citraconic acid CollisionEnergy:102040,0.00767741,0.022100287,0.031153156,0.003467312,0.002789106,0.015308987,0.005793826,0.012609895,0.014148638,0.032485527,0.070210023,0.049235251,0.001616786,0.033380682,0.015761609,0.001117214,0.037092996,0.044674207,0.018947124,0.030882407
Citrulline,0.003141811,0.016001306,0.018500434,0.006591196,0.00312654,0.003081986,0.005208279,0.003956712,0.008135753,0.02188796,0.174988401,0.039190165,0.006526834,0.10762281,0.093831308,0.063684104,0.045959219,0.015411321,0.008543438,0.064326518
Clorgiline,0.011789681,0.00065824,0.014974609,0.000783236,0.001252633,0.001012416,0.000377832,0.000746084,0.007381524,0.115872917,0.001977405,0.003674293,0.016438172,0.002542105,0.001707376,0.003829623,0.007733101,0.110320295,0.000889599,0.014509933
Cnidilide,0.00225447,0.001776235,0.003303347,0.000936202,0.00292262,0.001656384,0.000982971,0.002579599,0.003244793,0.00956003,0.001866742,0.043688094,0.001917554,0.020590635,0.000499789,0.001425393,0.002990576,0.02869537,0.001728812,0.016912509
Colistin b,0.006581402,0.007968149,0.005134462,0.00405775,0.004701833,0.004136156,0.00280503,0.00780934,0.008968455,0.004783419,0.001414913,0.008940615,0.004224612,0.002526317,0.003015736,0.002402605,0.005566657,0.008775433,0.008365793,0.00127447
Collagen,0.00084625,0.00195626,0.001962824,0.000802242,0.002908941,0.001083071,0.001451108,0.000797482,0.001946055,0.001064459,0.001443525,0.013077429,0.013945938,0.006301037,0.001274005,0.094776206,0.002941261,0.017958011,0.003605629,0.003885428
Cortolone,0.002976116,0.001482797,0.004837235,0.001575581,0.001599633,0.001461521,0.000677756,0.001156077,0.0020611,0.007761248,0.001727079,0.019859148,0.001376157,0.056773283,0.006918878,0.000678806,0.02268147,0.009434494,0.002014707,0.10302467
Coumarinic acid,0.001537012,0.001246158,0.003685818,0.000772421,0.000990751,0.000742418,0.000282677,0.001132008,0.002847347,0.002577701,0.005774479,0.014235516,0.000788429,0.02309331,0.001961512,0.002800779,0.006938714,0.00384657,0.00429972,0.005800857
Cucurbitacin I,0.008167478,0.002208249,0.005136804,0.007402792,0.00348957,0.002098931,0.001779804,0.003630054,0.006145966,0.011121019,0.000797396,0.00830205,0.004550985,0.00454319,0.004413348,0.004123358,0.005287472,0.002815943,0.002059107,0.008144997
Cucurbitacin P,0.004106346,0.004436597,0.004227197,0.006657519,0.011555839,0.00448107,0.002519424,0.009160165,0.005857503,0.051518248,0.040340592,0.02903433,0.00338371,0.05778658,0.005290879,0.008012669,0.003760497,0.070011416,0.02384826,0.082849047
Cucurbitacin S,0.005106318,0.002614546,0.003836082,0.0013681,0.001918345,0.001807775,0.002387822,0.002811444,0.004052731,0.007374029,0.005840014,0.003659859,0.001975152,0.004598385,0.016288945,0.007337182,0.010590287,0.004476642,0.002618951,0.00524766
Cyanidin 3-O-(6''-dioxalyl-glucoside),0.004039808,0.004488478,0.014741549,0.018365916,0.026750764,0.013882992,0.008737592,0.008927153,0.025668695,0.020040152,0.013154259,0.008702111,0.006776869,0.009156864,0.010912938,0.005082668,0.011420565,0.020554188,0.021521796,0.007004286
Cyanidin 3-glucosyl-rutinoside,0.017829844,0.014979426,0.014471637,0.012376499,0.020559885,0.016239161,0.006873868,0.027507811,0.026417019,0.017302702,0.011277368,0.018499167,0.016140273,0.011335075,0.006879295,0.007870033,0.011276978,0.019186445,0.018728889,0.005400997
Cyclic GMP,0.000218958,0.000546769,0.000563388,0.000373816,0.000238576,0.001500824,9.70715e-05,0.003367757,0.000807479,0.000418268,0.000277122,0.000899581,0.006719795,0.000234221,0.00025179,0.000223288,0.000541472,0.001476619,0.004577322,0.000462562
Cyclolinopeptide D,0.000182254,0.000141497,0.000859684,9.81329e-05,0.000171477,0.000140142,0.000647497,0.000197705,0.001647559,0.00027707,0.001494666,0.001139168,0.000381772,0.000466767,0.002586707,0.000357314,0.001739517,0.000188432,0.000446958,0.001254717
Cyclopassifloic acid B,0.013419958,0.001959857,0.001692275,0.001404724,0.00076706,0.000811533,0.002448601,0.000583093,0.006444226,0.019058844,0.075492692,0.01422948,0.002069674,0.05272752,0.039700542,0.007151486,0.021481038,0.005314482,0.015328392,0.10470509
Cyclostenol,0.010790185,0.007562352,0.004395918,0.005305505,0.011421319,0.007066265,0.002821588,0.010390089,0.009566433,0.009259675,0.005296865,0.008429306,0.007562488,0.002241318,0.002657104,0.003516263,0.006849052,0.011451514,0.004429848,0.001681578
Cytidine,0.09805359,0.079612694,0.105009398,0.064673205,0.06996407,0.070512972,0.042494944,0.149643054,0.110486638,0.125611318,0.060856387,0.112413321,0.079595382,0.048799732,0.04093223,0.04608572,0.098100925,0.103708122,0.077851367,0.022298518
Cytidine-5-Monophosphate,0.018483976,0.022934502,0.013320497,0.004863644,0.009368996,0.011639639,0.008869664,0.027413635,0.070007964,0.015167995,0.003704655,0.028026305,0.008695327,0.0530811,0.00473371,0.001727305,0.002871935,0.055659336,0.009538049,0.010606142
D-4-O-Methyl-myo-inositol,0.057245508,0.054941713,0.039469591,0.051185383,0.02676714,0.054171344,0.006112888,0.05666479,0.067349821,0.120297112,0.001094482,0.000937697,0.028390899,0.001034772,0.000673209,0.00064705,0.248234669,0.00251249,0.002147975,0.028044022
D-Aspartic acid,0.010117708,0.000563617,0.017214743,0.007991419,0.010647206,0.009656566,0.009993447,0.013809711,0.022507269,0.043061166,0.050018635,0.036680206,0.00028219,0.033512115,0.046883565,0.022293679,0.054039237,0.019798706,0.013925701,0.018606009
D-Fructosazine,0.020774436,0.010454067,0.014772355,0.012772993,0.018212927,0.00959794,0.004943133,0.0299626,0.017802717,0.016987465,0.007596451,0.019146287,0.008509073,0.003377672,0.005304743,0.00317172,0.013448664,0.032535339,0.021951665,0.004261819
D-Glutamic acid,0.019563476,0.018560021,0.069803728,0.011631762,0.016306585,0.019415622,0.01301627,0.019315389,0.001746638,0.055497042,0.109000964,0.095202096,0.013082587,0.057579745,0.116206231,0.075272352,0.261408507,0.03901895,0.017926835,0.06255687
D-Histidine,0.006215348,0.006210049,0.024304226,0.005265613,0.004941264,0.007313887,0.00362844,0.006262432,0.02285444,0.037931928,0.070851366,0.05302066,0.005319639,0.097640298,0.06382449,0.007682241,0.048282693,0.030131274,0.011050234,0.024698178
D-Lysine,0.005199027,0.006212219,0.007252818,0.002831527,0.003904944,0.004449447,0.002696518,0.004282518,0.009106329,0.007594302,0.048624805,0.011919368,0.00495834,0.024551368,0.047193891,0.012857976,0.029130505,0.014008154,0.004075962,0.011059448
D-Phenyllactic acid,0.046537957,0.057003978,0.258109054,0.00695739,0.016777133,0.005855461,0.025921387,0.019968088,0.215585429,0.198915965,0.595682542,0.750158717,0.032493308,0.59509939,0.076730697,0.113107691,0.602025196,0.112301791,0.103282549,0.097065302
D-Threonine,0.057902333,0.063685482,0.073346777,0.033698662,0.051873479,0.044438344,0.018514576,0.048023486,0.244916367,0.241093718,0.418648694,0.524188894,0.050127513,0.505062705,0.328795511,0.148388536,0.486784839,0.226282579,0.061750792,0.131402693
"DG(14:0/22:2(13Z,16Z)/0:0)",0.014052956,0.011632629,0.01016141,0.007427905,0.016796619,0.010471822,0.004762518,0.013008266,0.016151139,0.011541828,0.005634177,0.010234094,0.003161769,0.005388721,0.003471199,0.003155354,0.0110449,0.009597452,0.009465781,0.001868041
DG(17:0/0:0/5-iso PGF2VI),0.00516823,0.002432721,0.00451248,0.00276436,0.003437209,0.002055175,0.001744767,0.004038186,0.005064333,0.003809315,0.004418911,0.003557272,0.001803738,0.003736496,0.002470461,0.002489899,0.004412871,0.004728093,0.003953265,0.00093522
DG(18:2n6/0:0/20:4n6),0.035073139,0.018694082,0.168346774,0.00137018,0.002438913,0.001193535,0.091916171,0.002016111,0.003727515,0.039567353,0.164675554,0.142422347,0.003236648,0.127606975,0.397205386,0.117364267,0.475733026,0.007303739,0.029407817,0.075126696
"DG(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",0.002395891,0.001687112,0.01993228,0.000175986,0.000468021,0.000293383,0.005128081,0.000356904,0.000552607,0.004273714,0.007328115,0.009016643,0.000234124,0.002572916,0.004559265,0.002807123,0.045457807,0.001280493,0.001281459,0.00157982
DG(19:0/0:0/PGJ2),0.00113249,0.01053391,0.001684243,0.038856454,0.009596281,0.026707541,0.001086165,0.00219248,0.001066026,0.002149108,0.010083864,0.002285953,0.087050776,0.003395989,0.003714137,0.018704676,0.007366096,0.001911842,0.093474756,0.00514416
"DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",0.005386696,0.004151307,0.033225292,0.000211439,0.001282711,0.000511082,0.01548374,0.000646939,0.000277687,0.006640304,0.01893003,0.010473989,0.000682973,0.00750871,0.021393762,0.012178329,0.093992454,0.001219472,0.003918825,0.005128722
"DG(20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",0.002765412,0.000942173,0.020800052,0.00039906,0.000190459,0.00237086,0.004863816,5.1448e-05,0.000120501,0.002382303,0.002029631,0.006314894,0.000485705,0.000812205,0.001748321,0.003244799,0.065281745,0.000666806,0.003943952,0.000350718
"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)",0.016666126,0.006438638,0.096087054,0.000739153,0.000622627,0.000554838,0.033229251,0.000684324,0.001342178,0.015598383,0.099064827,0.063401142,0.002231561,0.085897654,0.182887837,0.057646747,0.2425945,0.00371154,0.010392917,0.045785576
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)",0.003201746,0.001041791,0.018489874,0.000149982,0.0002149,6.02023e-05,0.006188033,0.000212295,0.000847844,0.003414813,0.017375242,0.011041065,0.000443481,0.020397488,0.034988133,0.008608469,0.047965253,0.001020285,0.001712453,0.008566144
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0/0:0)",0.00972168,0.006798209,0.010775195,0.007714787,0.010500539,0.015428478,0.002737998,0.006876938,0.008300341,0.002871202,0.011453083,0.001265653,0.006740659,0.009357447,0.004089966,0.006807031,0.009153033,0.010577552,0.006193981,0.007163181
"DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0/i-20:0)",0.010513419,0.04409952,0.018574885,0.266322986,0.046888905,0.197287056,0.005847072,0.008349165,0.001495838,0.003534607,0.04097633,0.003981398,0.217545291,0.00432364,0.014194456,0.132871462,0.025889856,0.003526094,0.097427042,0.01405846
DG(LTE4/0:0/19:0),0.0,0.014941655,0.043063097,0.023127009,0.033393392,0.135623778,0.004288463,0.012820738,0.018425567,0.004453352,0.005992364,0.0,0.02829847,0.194532137,0.001953495,0.083848507,0.002861795,0.006828565,0.004805924,0.000651455
DG(PGJ2/0:0/20:0),0.042152151,0.318588729,0.072301661,0.750735973,0.245252389,0.794668425,0.045287968,0.07557981,0.020104866,0.012700056,0.250286978,0.036770484,1.121031177,0.030131403,0.108142887,0.371674367,0.189116783,0.028864696,0.707899668,0.102578113
"DG(i-19:0/0:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))",0.002045851,0.003613082,0.002361401,0.044472246,0.004618684,0.040924522,0.001208153,0.001488498,0.000929753,0.001551257,0.005965045,0.001096585,0.055759843,0.002342497,0.002653819,0.015199093,0.006872423,0.001694123,0.031172225,0.004011389
"DG(i-20:0/0:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))",0.000488814,0.002245259,0.000613404,0.015557073,0.001224377,0.005895446,0.000470594,0.000536528,0.000292646,0.00060512,0.001600959,0.000417668,0.022594797,0.000440316,0.00105649,0.003978087,0.002492832,0.000266723,0.002160995,0.000571939
DGDG 10:0_24:1,0.001049808,0.00035714,0.003848451,0.000254063,0.00105218,0.0,0.000939877,0.00048822,0.000771765,0.00240347,0.003228225,0.005370247,0.001469622,0.016744051,0.007295155,0.002857482,0.00652827,0.002124652,0.001277774,0.010089186
DGDG 13:0_15:0,0.000930316,0.001184073,0.003381183,0.000305063,0.002319624,0.000786605,0.002364251,0.011345866,0.000697106,0.017085806,0.001904553,0.002636061,0.001956904,0.00357068,0.039663691,0.003743712,0.006375984,0.002482074,0.000838065,0.002434485
DGDG 14:0_14:0,0.001391985,0.000606807,0.014151183,0.00107585,0.001239387,0.001713901,0.003862071,0.00117592,0.002755726,0.002765023,0.006206793,0.006874281,0.002658147,0.005525409,0.022167721,0.005792038,0.011111729,0.003126624,0.002558004,0.005759059
