Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
Isoelemicin,0.032215807,0.018834446,0.022068584,0.01876278,0.03670321,0.020503724,0.008996024,0.029972597,0.033592999,0.027901958,0.019097059,0.025004512,0.022862731,0.002802105,0.009347613,0.013216679,0.018854585,0.031822743,0.023156277,0.007969716
Isomaltose,0.041523842,0.002893588,0.00865356,0.001795048,0.015683766,0.00977347,0.003717942,0.006575683,0.017931699,0.00745266,0.000587541,0.006845255,0.032074601,0.031569624,0.00641033,0.001174565,0.002222327,0.044919986,0.004895688,0.011235404
Isorenieratene/ (Leprotene),0.005927016,0.003329497,0.002807529,0.002770412,0.006118611,0.004014609,0.001720556,0.005442846,0.005034389,0.004340366,0.003138499,0.005333769,0.003711351,0.002737967,0.001527846,0.001691819,0.002498017,0.006784749,0.002924767,0.00126838
Isotetrandrine,0.023751696,0.108880106,0.014694499,0.083870271,0.029333502,0.108898681,0.01550655,0.096795845,0.130507474,0.101672059,0.035810722,0.148497267,0.071364406,0.026044458,0.0244517,0.07275825,0.029529369,0.129820814,0.082137507,0.030500668
KB 2,0.01627653,0.011551266,0.006990124,0.00611109,0.014577167,0.015917576,0.005805172,0.011388028,0.00840049,0.016878885,0.007399332,0.007618845,0.007626634,0.005533935,0.005521886,0.007043371,0.012044748,0.012423322,0.011866923,0.005528791
Kukoamine C,0.014413465,0.004486939,0.005159477,0.026740983,0.003790344,0.003943163,0.001762896,0.003555137,0.004828845,0.00283471,0.018944662,0.002671831,0.003625929,0.00790222,0.007462869,0.004058752,0.01032875,0.008973217,0.002548716,0.011147676
Kuraridinol,0.008116339,0.003743378,0.004246805,0.00320933,0.007825506,0.004771101,0.002059536,0.006183722,0.006205334,0.006016399,0.00294124,0.005443756,0.00354046,0.002208222,0.001931756,0.002392935,0.004791014,0.008539604,0.004896441,0.001528799
L-Glutamic acid,0.002885618,0.007498548,0.016562807,0.00250609,0.002535756,0.003427709,0.002659391,0.009122648,0.006996802,0.017472393,0.032710485,0.018847501,0.005926392,0.022235459,0.031534073,0.020650869,0.050828931,0.022313454,0.006456873,0.028925222
L-Iditol,0.076089391,0.024449401,0.006111536,0.022933929,0.039361794,0.048665694,0.019593988,0.020767269,0.043456406,0.0227162,0.000846139,0.001391345,0.000486268,0.001292763,0.000900559,0.001050987,0.007107209,0.002182986,0.001157662,0.00100891
L-Lactic acid,0.134300967,0.040957726,0.096905221,0.03511424,0.06783619,0.039749937,0.021508295,0.051937212,0.107112199,0.221283391,0.100185464,0.1449037,0.006765835,0.042983976,0.003834621,0.005454191,0.022918445,0.224692805,0.022780653,0.349542394
L-Tyrosinemethylester,0.011596974,0.005699489,0.00477707,0.005179962,0.00598514,0.006850959,0.00276431,0.013444388,0.006085939,0.013322694,0.005652452,0.012806461,0.001513802,0.000945706,0.003379244,0.005161213,0.007218149,0.004727861,0.007930326,0.002190836
L-Valine,0.058647559,0.064599428,0.096505825,0.015928166,0.02950251,0.035193426,0.015405703,0.038784728,0.105658419,0.137452974,0.281502607,0.329241895,0.04158865,0.236263499,0.061668203,0.33933405,0.330196682,0.153032575,0.156095327,0.150945388
LPA 16:0,0.033054503,0.008600197,0.035708961,0.004348317,0.007389049,0.00550729,0.03272011,0.004495125,0.021354006,0.05513423,0.024450089,0.017997175,0.051245387,0.052673114,0.130177107,0.140426391,0.035624094,0.007044792,0.02512494,0.104413495
LPA 17:0,0.003544037,0.001726006,0.007927088,0.000926509,0.001611097,0.001038287,0.003896357,0.001364935,0.00162251,0.003383466,0.007382629,0.003181827,0.002077078,0.002365802,0.011778405,0.012798814,0.004427101,0.002133577,0.001340544,0.00692074
LPA 18:0,0.047651043,0.013653323,0.059513941,0.003517949,0.006357609,0.003447089,0.053681546,0.005457165,0.034200008,0.060010688,0.049371222,0.021998466,0.037357189,0.084274986,0.245419698,0.204511017,0.082359533,0.007715462,0.032072378,0.098923179
LPA 18:2,0.007445794,0.004128463,0.010733382,0.002592297,0.006104115,0.006560097,0.010564508,0.002174945,0.009752593,0.026908776,0.014198713,0.007797434,0.027068508,0.013039688,0.020796152,0.023037866,0.011142225,0.008715132,0.009898285,0.040407315
LPA 20:2,0.002820863,0.001174796,0.010925373,0.000260199,0.000799893,0.000617996,0.002879505,0.000643535,0.001296227,0.002264641,0.003161849,0.001987838,0.001384512,0.001151858,0.007578286,0.003799186,0.001824961,0.001018195,0.001294992,0.006717149
LPC 14:0,0.000713848,0.000401927,0.001289347,0.000632037,0.000320224,0.000926589,0.000492434,0.0,0.000805096,0.003469538,0.0018737,0.001830971,0.00063367,0.005084349,0.000706316,0.000692501,0.00176708,0.002777832,0.001236758,0.005501756
LPC 16:1,0.004608328,0.000982916,0.005232608,0.001609469,0.001528324,0.001552039,0.001858281,0.001676187,0.005065201,0.019305767,0.008020018,0.00380126,0.000885598,0.006097101,0.002481668,0.015797406,0.003222905,0.00544981,0.006564409,0.020759229
LPC 17:0,0.006647972,0.000692294,0.00275109,9.05706e-05,0.000644976,0.000137615,0.001790369,0.000354505,0.002692589,0.008618302,0.007632519,0.002968439,0.001160408,0.014925452,0.009358897,0.004195208,0.003310071,0.000997786,0.002297474,0.019327415
LPC 18:1,0.24651163,0.004561868,0.002451074,0.008658986,0.014052681,0.003423574,0.006092528,0.005514558,0.00250603,0.185518572,0.252827441,0.003509692,0.001773821,0.267088144,0.146544705,0.15147834,0.030641656,0.189436508,0.096586632,0.361061229
LPC 18:3,0.002230842,0.000215346,0.001060032,0.000562226,0.000677852,0.000424595,0.000270059,0.000357401,0.001665105,0.001136003,0.004500682,0.001506745,0.004713997,0.005737036,0.00064076,0.001030672,0.001079314,0.009326431,0.002629795,0.006331093
LPC 20:1,0.000825002,0.000177841,0.000337654,0.000408589,0.000238432,0.000164622,0.000317205,0.000268492,0.003624551,0.007368197,0.001270141,0.003311734,0.000750822,0.000823208,0.00217975,0.001507846,0.001876298,0.00986028,0.004171224,0.001108086
LPC 20:3,0.008759857,0.000638245,0.001387535,0.000641707,0.000403448,0.000585664,0.000377408,0.000844434,0.009108309,0.021925613,0.016990281,0.024506483,0.001227721,0.020483563,0.003049226,0.002040357,0.002807698,0.030375993,0.005716343,0.019693242
LPC 22:4,0.005658298,0.000565797,0.000768943,0.000484205,0.001002403,0.000811445,0.000645496,0.000792172,0.005370964,0.01068575,0.001211549,0.00820521,0.00074887,0.00335584,0.001328005,0.000668308,0.000852486,0.008091727,0.005764815,0.010557654
LPC 22:5,0.002238044,0.000179891,0.000245325,0.000193189,0.003305187,0.0,0.000728113,0.00013986,0.002469131,0.001207768,0.005865154,0.003756252,0.000144112,0.010580642,0.001303371,0.000359788,7.42755e-05,0.003072227,0.000553624,0.004002599
LPC 22:6,0.005476174,0.000310017,0.000511332,0.0003398,0.000776889,0.000767619,0.000435117,0.000401569,0.001998815,0.001857901,0.01429423,0.012292738,0.000554409,0.026475878,0.00283393,0.001677133,0.000342253,0.011964666,0.002605622,0.007629766
LPE 13:0,0.001400752,0.000537433,0.001191339,0.000285827,0.000947029,0.000410811,0.000536524,0.000531333,0.000328014,0.003753059,0.003175439,0.001509495,0.000565828,0.00209825,0.002568539,0.005752875,0.001690188,0.000902718,0.001360713,0.001700374
LPE 17:1,0.004490556,0.000920254,0.004274843,0.000809551,0.001221542,0.000717462,0.002983644,0.000876021,0.002084277,0.016594625,0.00110356,0.001611531,0.001183959,0.011786958,0.01003176,0.017335394,0.006614611,0.0004847,0.002758417,0.003932258
LPE 18:0,0.356507527,0.065240247,0.109548384,0.024971974,0.034833054,0.021487926,0.129540405,0.030644437,0.180534898,0.494638087,0.471715106,0.086882542,0.110278469,0.688539638,0.511124399,0.188602092,0.341142874,0.04728259,0.238447957,0.446740164
LPE 18:1,0.001924938,0.002944023,0.002539426,0.027068273,0.007721065,0.023331389,0.000626721,0.001257891,0.001427307,0.001790254,0.00877319,0.001771849,0.055242207,0.001152508,0.002321277,0.019801529,0.003264558,0.001977844,0.011536055,0.002808693
LPE 19:0,0.003126349,0.00057492,0.001069168,0.00027307,0.000423559,0.000319563,0.001682788,0.000424915,0.001025598,0.002136298,0.002469915,0.001005191,0.000791437,0.003688494,0.002508949,0.001031036,0.003378417,0.000623448,0.000912168,0.002504026
LPE 20:1,0.015405325,0.001834727,0.002651815,0.000856308,0.001435787,0.001868426,0.003138208,0.001017295,0.005887968,0.017508383,0.030508439,0.004532938,0.00294907,0.023885851,0.022480808,0.008135943,0.00994932,0.011354827,0.010889984,0.036532101
LPE 22:0,0.001603382,0.000302489,0.00127379,0.000456962,0.000507,0.000320709,0.001403065,0.000379332,0.001313943,0.003487191,0.001627002,0.001395767,0.000829989,0.003356339,0.003481616,0.001988155,0.002597455,0.001038567,0.000953938,0.002991781
LPE 24:1,0.002175106,0.000321118,0.000370338,0.000148554,0.000375405,0.000172626,0.000963471,0.000269323,0.001180772,0.001744194,0.00266593,0.001128322,0.000338423,0.004435526,0.003308018,0.00069897,0.00315018,0.000216299,0.001618828,0.003881054
LPE 2:0,0.000428223,0.000683242,0.000200818,6.70472e-05,0.000116114,6.37163e-05,0.000201114,0.000287539,0.000704349,0.001354534,0.0029918,0.003105589,7.42709e-05,0.000984107,0.000613206,0.00062689,0.00220174,0.000749373,0.000826222,0.005850178
LPG 14:0,0.008980573,0.000271106,0.002059324,0.001170121,0.001877758,0.000804003,0.001228432,0.004688239,0.000744749,0.007296426,0.002175194,0.001008395,0.001474687,0.003972252,0.00612499,0.006145802,0.004465432,0.001693058,0.002728596,0.011169754
LPG 15:0-d4,0.008449853,0.009974398,0.009599274,0.010833587,0.01846682,0.010852725,0.0038183,0.01443095,0.01931722,0.012117314,0.007793275,0.009493231,0.007974441,0.006288763,0.004866135,0.005302324,0.002139481,0.001239599,0.012965329,0.001170745
LPG 15:0-d5,0.070889287,0.048065701,0.051060824,0.035391509,0.061528108,0.035736252,0.017664073,0.07349343,0.086994793,0.060223097,0.03909371,0.046650759,0.042714768,0.027981265,0.023558238,0.025535504,0.035072175,0.079094653,0.065040138,0.017189774
LPG 18:2,0.006957532,0.005224085,0.00421206,0.006002549,0.003474264,0.005700906,0.003337342,0.008073225,0.01527293,0.021285032,0.001700912,0.004251342,0.004428036,0.016244769,0.015662388,0.018416441,0.00927371,0.014908849,0.004149335,0.023058997
LPI 16:1,0.000158483,0.023203179,0.000236647,0.000924516,0.000948023,0.001046549,0.016589464,0.000353729,0.0,0.000110804,0.005104618,0.000268364,0.0,0.003783861,0.006419861,0.004994144,0.000373811,0.002264352,0.000237227,0.004261619
LPI 18:2,0.011304175,0.000419054,0.002838612,0.00088538,0.001863742,0.002255425,0.000354333,0.000779914,0.009170699,0.027241244,0.012898345,0.009515906,0.015979829,0.015403506,0.00213353,0.009736297,0.002941818,0.019688917,0.016828679,0.027149242
LPI 19:0-d4,0.006549654,0.001789083,0.002406663,0.008400551,0.000732857,0.000472165,0.000615257,0.00021553,0.00062277,0.001434408,5.15898e-05,0.001855375,0.002471909,0.002715021,0.002316621,0.001373563,0.002765335,0.000129302,0.001177332,0.003927976
LPI 20:2,0.00168927,8.46382e-05,0.000415083,0.000676318,0.000441428,0.000751441,0.0003404,0.000578503,0.003397918,0.003665826,0.004696525,0.001941054,0.004540347,0.004229236,0.001230669,0.001873837,0.001384809,0.003882093,0.001534222,0.007929784
LPI 20:4,0.045691656,0.00083493,0.001451117,0.002245185,0.00602704,0.018968633,0.000162339,0.00027199,0.038010894,0.075338769,0.052799757,0.043333277,0.00426217,0.035264242,0.017384943,0.049974922,0.005431155,0.19856187,0.059099284,0.095229087
LPS 15:0,0.001507641,0.001402179,0.001011019,0.001413464,0.002841229,0.001463426,0.000512545,0.001630531,0.002446524,0.001711167,0.002980717,0.00171901,0.000958362,0.00332931,0.005260399,0.003543034,0.006555156,0.001739023,0.00076589,0.002867328
LPS 16:1,0.006209169,0.000551173,0.005839069,0.000655946,0.001357284,0.001907135,0.001559669,0.0006509,0.002153468,0.017389724,0.000647077,0.001054335,0.002452741,0.001714357,0.012124915,0.009056101,0.006872557,0.001098848,0.004914841,0.026023685
LPS 17:0,0.003076848,0.002423913,0.00546703,0.001388522,0.00203061,0.00140536,0.001229853,0.001808056,0.004024524,0.011516682,0.017783241,0.004905758,0.00105248,0.020173136,0.017821533,0.002155816,0.007939023,0.004236766,0.002708615,0.031954644
LPS 17:1,0.002114271,0.002054256,0.001210404,0.0009169,0.001126919,0.001542363,0.000696122,0.000705467,0.002487434,0.003852668,0.003828378,0.001745115,0.001422578,0.002870038,0.003025249,0.00914267,0.002617734,0.000813985,0.001870858,0.008525487
LPS 18:2,0.005359447,0.001825841,0.013944821,0.002615804,0.003453332,0.003362385,0.004186995,0.005890318,0.010627328,0.057069404,0.017575739,0.019024568,0.008853282,0.036678218,0.046149503,0.045262285,0.014832935,0.01842005,0.024628751,0.175165267
LPS 20:0,0.003743967,0.002103151,0.001562478,0.000486572,0.001234069,0.002832563,0.001487785,0.00124643,0.00245921,0.003168365,0.00205902,0.000994672,0.001416934,0.004844499,0.003612127,0.007398517,0.003469559,0.000678362,0.001058472,0.001642088
LPS 20:1,0.004029701,0.001180719,0.001054365,0.00063258,0.001412441,0.000818047,0.000532589,0.002190796,0.001153142,0.003671314,0.00191022,0.000860916,0.00152605,0.00381372,0.003976815,0.002043617,0.00163639,0.00093796,0.001233339,0.009216567
LPS 20:3,0.012889935,0.001330184,0.003071863,0.001092362,0.001808116,0.001489974,0.002057175,0.002096541,0.00840518,0.029344498,0.020919592,0.009889854,0.002866232,0.024568304,0.01758367,0.017060769,0.007856082,0.014968254,0.010836341,0.032956231
LPS 22:0,0.002673672,0.001845869,0.002689477,0.000678279,0.000934503,0.002249969,0.00115975,0.000614338,0.00129951,0.002467626,0.000904128,0.001546898,0.001459802,0.004190432,0.004926115,0.007199573,0.001888443,0.000848955,0.001548616,0.001558417
LPS 22:1,0.002477166,0.002955426,0.001900698,0.000570805,0.000399124,0.000254011,0.001361836,0.0015255,0.002003025,0.004237407,0.002166539,0.000982794,0.002024474,0.002547987,0.004360338,0.002868403,0.001893445,0.000532772,0.000884474,0.004935986
LPS 22:4,0.002917077,0.000589735,0.00211029,0.000724868,0.00076728,0.000715915,0.001389739,0.000494171,0.001644349,0.006936543,0.002382385,0.003016911,0.007761758,0.006968769,0.004930228,0.00517253,0.004189012,0.001152395,0.001800259,0.005393316
Lenticin,0.000363798,0.001235587,0.00122971,0.000539105,0.0,0.0,0.000304135,5.23394e-05,0.00328675,0.00222114,0.008360848,0.019230634,0.001666552,0.005301857,0.003345174,0.002472008,0.00703748,0.003827962,0.0011665,0.011300805
Leukotriene E4,0.00046421,0.002852053,0.00128428,0.0,0.000643714,0.000156699,0.000535693,0.000324139,0.000835182,0.001244582,0.020184539,0.002331095,0.000152143,0.002316326,0.00236107,0.013115808,0.033096868,0.000813209,0.006503085,0.00043337
Levuglandin D2,0.001673897,0.002012165,0.002073148,0.002406977,0.004985225,0.002803989,0.001463414,0.003592154,0.003639975,0.003771002,0.001092541,0.005922969,0.001940574,0.002095616,0.015504035,0.000792119,0.009887369,0.004508218,0.004169166,0.014460195
Liquiritigenin,0.014254344,0.005055982,0.005815735,0.009487502,0.008105319,0.006009162,0.005090043,0.012159689,0.010726227,0.010952278,0.006561586,0.01393589,0.005508018,0.003333277,0.003109929,0.002545856,0.004907408,0.010902307,0.00614581,0.003428957
Luteolin,0.004487577,0.002167085,0.008222846,0.001527264,0.001533971,0.001344432,0.002022829,0.001544391,0.002546836,0.003937183,0.014335092,0.00668068,0.000942636,0.020322085,0.008978212,0.005342936,0.005417021,0.002090209,0.002633108,0.017754052
"LysoPA(20:3(5Z,8Z,11Z)/0:0)",0.000144918,5.15003e-05,0.000398554,0.0,6.19493e-05,0.0,0.000177422,5.0099e-05,0.000193564,0.000735836,0.000850162,0.001527333,0.000526574,0.003171092,0.000162201,0.000681712,0.001276768,0.000502137,0.000115205,0.001636331
"LysoPA(20:4(8Z,11Z,14Z,17Z)/0:0)",0.000836719,0.001153298,0.001615117,0.001203836,0.002363378,0.001560812,0.000930304,0.00148255,0.003011831,0.000388533,0.005324403,0.004154896,0.000231655,0.003698981,0.002373411,0.002953732,0.001446701,0.002547197,0.002246043,0.000879076
LysoPA(O-18:0/0:0),0.001232322,0.000729952,0.002129789,0.0004264,0.001255716,0.000645541,0.00153974,0.000495151,0.002225566,0.00207282,0.010744742,0.004132458,0.000919448,0.013036672,0.042008898,0.014931493,0.003797945,0.000874764,0.001102674,0.014010805
LysoPA(P-16:0/0:0),0.018757067,0.006596006,0.024711926,0.004079817,0.002652785,0.003858713,0.022787002,0.001202541,0.010653625,0.018272848,0.02954736,0.009780758,0.009888349,0.035082116,0.152377013,0.106127368,0.029392638,0.005547027,0.008842928,0.039626091
LysoPA(i-21:0/0:0),0.001789486,0.000375819,0.001008543,0.001850889,0.002192414,0.001454748,0.006702127,0.000900821,0.001324802,0.0,0.010619945,0.00174981,0.001285518,0.00735765,0.01959922,0.006952861,0.003555918,0.002172116,0.001559191,0.011606646
"LysoPC(0:0/18:2(9Z,12Z))",0.112881429,0.002845359,0.01205633,0.005479174,0.020669207,0.031676139,0.005647107,0.004277666,0.014661543,0.07991495,0.163185833,0.052965811,0.040608074,0.287702096,0.04216887,0.04756718,0.019215368,0.377416248,0.056812757,0.19768723
LysoPC(18:1(11Z)/0:0),0.003903469,0.000521472,0.000386393,0.000349207,0.000131714,0.000197061,0.000587971,0.000422398,0.000122848,0.006931028,0.01455609,0.005692075,0.000387379,0.019442193,0.000625491,0.00033956,0.01303052,0.001332276,0.002902376,0.0123378
"LysoPC(18:2(9Z,12Z)/0:0)",0.002328076,0.000578749,0.002562781,0.005742447,0.00197908,0.011560432,0.001447066,0.000764384,0.000779866,0.004104288,0.000338406,0.000591412,0.019762302,0.000437518,0.001990869,0.009134438,0.003840539,0.001253474,0.003076758,0.006648732
LysoPE(0:0/14:0),0.008138043,0.000613707,0.005064482,0.000571997,0.001294728,0.000713773,0.004501504,0.00125216,0.002039163,0.010064167,0.01489457,0.002243973,0.000592644,0.009866206,0.028046687,0.037981762,0.015809105,0.000827661,0.004227728,0.014885507
LysoPE(0:0/15:0),0.024644002,0.005994681,0.027513025,0.001233786,0.001989437,0.00103269,0.006206682,0.000841935,0.003355263,0.049176462,0.039432283,0.012806829,0.002736926,0.023476936,0.074973291,0.102872701,0.069838625,0.002037392,0.0194095,0.032113604
LysoPE(0:0/16:0),0.208726274,0.045792795,0.135927301,0.010877308,0.017916413,0.008616671,0.094923696,0.020814725,0.082152331,0.416299721,0.291667572,0.063568053,0.119583561,0.423666016,0.50729174,0.635545847,0.41832313,0.028573707,0.111549089,0.04297985
"LysoPE(0:0/18:2(9Z,12Z))",0.040558724,0.00314261,0.024974855,0.00462147,0.003416248,0.005060809,0.02208707,0.00145163,0.02746124,0.148377705,0.086749963,0.064284772,0.026371879,0.266686769,0.07000188,0.036131941,0.043292573,0.037944285,0.039334844,0.220574103
"LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z))",0.001467242,0.000463094,0.001381989,0.000787569,0.000545758,0.00039555,0.001626371,0.000682531,0.004597456,0.010019126,0.011340023,0.005711155,0.001146477,0.035511215,0.020839002,0.005209673,0.003250155,0.006571508,0.003094581,0.015234588
LysoPE(18:1(11Z)/0:0),0.205533083,0.02368027,0.039029105,0.010825477,0.017912508,0.020341361,0.044290195,0.021680325,0.07950704,0.44708201,0.318622632,0.055470259,0.040108194,0.428221502,0.104609222,0.097833192,0.077036035,0.115903575,0.177244385,0.619140277
"LysoPE(20:2(11Z,14Z)/0:0)",0.009981241,0.000550735,0.001401823,0.00096432,0.001565387,0.003229866,0.001061563,0.000934352,0.003023572,0.007856001,0.013566913,0.011542611,0.00204713,0.01879315,0.004006553,0.003547655,0.003203029,0.02365098,0.010100456,0.012846675
"LysoPE(20:3(5Z,8Z,11Z)/0:0)",0.002348035,0.000759258,0.004808302,0.001265655,0.001025807,0.000850399,0.001911586,0.001095332,0.007350121,0.009465937,0.017896566,0.008371412,0.000769378,0.028139263,0.009838841,0.001427566,0.004425123,0.008534794,0.006597493,0.015614411
"LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",0.037074349,0.003202668,0.025707863,0.010079484,0.005643508,0.007560192,0.014074272,0.008170105,0.037874721,0.147890086,0.147404919,0.060330615,0.008445562,0.188263268,0.105288151,0.022520447,0.031235439,0.034676177,0.058724514,0.300614424
"LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0)",0.004863327,0.000526658,0.001555957,0.001848535,0.001732711,0.00281182,0.002496133,0.000535343,0.012984745,0.043699188,0.035740361,0.01988505,0.002237633,0.02144315,0.008543345,0.004633806,0.008646167,0.011388493,0.022013792,0.099403894
LysoPI(18:0/0:0),0.127954825,0.010788661,0.027329933,0.011228908,0.006555431,0.008506373,0.02282492,0.002909862,0.104058739,0.269536331,0.004812247,0.090787623,0.016855293,0.291344628,0.343215833,0.076248906,0.0810168,0.025188248,0.059444183,0.301081809
LysoPS(16:0/0:0),0.005006352,0.004070166,0.008635059,0.002648533,0.006066156,0.003612732,0.003235674,0.002152423,0.004362106,0.00339439,0.01094348,0.010143474,0.00154119,0.023631802,0.011015872,0.01159637,0.017803482,0.005405198,0.001806831,0.009554234
MEHP,0.20091376,0.119765687,0.118745153,0.129174532,0.242894947,0.165007802,0.072804511,0.192245069,0.197065966,0.160402482,0.095159799,0.153952046,0.106967021,0.077463566,0.056566148,0.058050452,0.111699552,0.192391835,0.147064687,0.048315288
METHOPRENE (S),0.012369639,0.000929852,0.008560864,0.000848235,0.00280776,0.000638378,0.006796182,0.001780582,0.003098193,0.002352151,0.004447772,0.005003543,0.00130998,0.00611826,0.005980082,0.00312158,0.014915377,0.002472846,0.008462385,0.003901882
MG(18:1(9Z)/0:0/0:0),0.005317877,0.00286596,0.003195003,0.00450871,0.00584639,0.003245827,0.002058756,0.00476883,0.004547398,0.007405032,0.00262116,0.01072446,0.003353683,0.009823992,0.002591992,0.001473623,0.00782718,0.004677246,0.003197122,0.072183586
MG(i-15:0/0:0/0:0),0.008935232,0.003606907,0.005863957,0.005287576,0.009014277,0.001592809,0.00297539,0.001948139,0.004878555,0.008056353,0.003704437,0.026145935,0.00576728,0.029227962,0.002567729,0.00757103,0.039775197,0.003778143,0.001659428,0.012619731
MGDG 14:0_18:1,0.019037794,0.006142278,0.020674442,0.009203707,0.010716617,0.016506901,0.005456837,0.005864532,0.01084312,0.018914141,0.02307167,0.015951101,0.021351201,0.01458672,0.015802459,0.019175007,0.017768377,0.010623723,0.01495809,0.016507941
MGDG 18:1_18:1,0.005464926,0.004996665,0.003624163,0.00107613,0.010913607,0.006023137,0.001612714,0.086227226,0.002258414,0.017905366,0.001704274,0.004380252,0.003460666,0.003219779,0.004442581,0.006610392,0.004104553,0.013386242,0.005553583,0.003042719
MGDG 27:0,0.008519591,0.002011979,0.008983041,0.008218977,0.003186075,0.00591314,0.00064593,0.001095079,0.000992614,0.005560312,0.024807341,0.014724911,0.008644309,0.006411728,0.0089635,0.004790953,0.010449465,0.002658273,0.009749682,0.02129793
MGDG 31:0,0.008721296,0.002304872,0.001671624,0.003270424,0.002871379,0.004171174,0.004539512,0.000351483,0.000596102,0.007343183,0.038837796,0.025720653,0.005174527,0.00809575,0.003056843,0.002900201,0.044072634,0.002197301,0.008092157,0.034744874
MGDG 32:2,0.004225544,0.001137348,0.005171761,0.00329531,0.000509108,0.003760704,0.001217207,0.000912438,0.00053884,0.003785778,0.009348344,0.004467171,0.00697855,0.003615156,0.016956351,0.011751903,0.005019117,0.000678292,0.003456725,0.008870736
MGDG 34:1,0.012484338,0.003172889,0.00601388,0.003418568,0.006153064,0.003369592,0.007246915,0.003503948,0.005034284,0.008315677,0.030149319,0.025187983,0.003016577,0.023342604,0.026713969,0.014308483,0.023385099,0.004547589,0.00919699,0.014646732
MGDG 35:3,0.002448884,0.000587356,0.003920134,0.000372392,0.003248245,0.000646738,0.000701256,0.000329275,0.001208184,0.003096277,0.005306096,0.004867258,0.004482923,0.010681438,0.012514466,0.007481289,0.005081645,0.001511337,0.001831054,0.010706451
MGDG 36:3,0.002880298,0.000106192,0.001845296,0.000146236,0.002604021,0.000505499,0.000477691,0.000524567,0.000741411,0.001706565,0.004770093,0.00215117,0.001336083,0.009490933,0.00454123,0.001506244,0.001073683,0.001325848,0.00048113,0.01095289
MGDG 36:5,0.000481757,0.001200837,0.001210909,0.001368413,0.0,0.002471063,0.0,0.000252809,0.0,0.00176557,0.000655762,0.000626183,0.005194408,0.01223021,0.008366224,0.002593076,0.0,0.0,0.001954249,0.009550319
MGDG 6:0_18:2,0.001877582,0.000507478,0.001770181,7.94683e-05,0.000141727,0.000275959,0.000528912,5.36637e-05,0.002239152,0.001033244,0.028669717,0.017261298,0.002305758,0.036997578,0.00819394,0.000894508,0.00071956,0.009066388,0.001116952,0.024427578
MLCL 14:1_18:1_20:5,0.0,0.0,0.000628858,4.08768e-05,7.23508e-05,4.59481e-05,1.99215e-05,0.0,0.0,0.0,0.0,0.000662444,0.0,0.021664834,0.0,0.0,0.0,0.00010659,0.0,0.000353262
Malonic semialdehyde,0.009051959,0.013428499,0.030137206,0.002713826,0.010822216,0.005489434,0.004299628,0.004043978,0.015727545,0.06731152,0.033153043,0.033950323,0.00931711,0.064452183,0.00330081,0.009412696,0.004652477,0.036321674,0.004677177,0.046867477
Mannose 6-phosphate,0.024593814,0.016573408,0.015042821,0.004458443,0.012413281,0.010127624,0.004505666,0.034743985,0.037983104,0.033731753,0.001781593,0.011011751,0.073537687,0.002782013,0.002866524,0.000689021,0.002560218,0.189699867,0.014954249,0.008003949
Manumycin A,0.000310465,0.002137974,0.00104187,3.53647e-05,0.000764381,0.000451877,0.00046581,0.000296695,0.00083768,0.001511944,0.022702586,0.001900483,9.22151e-05,0.002598344,0.004779121,0.027400472,0.035936924,0.0012502,0.001204374,0.002129818
Mascaroside,0.003502466,0.005348745,0.000949561,0.004223474,0.004041959,0.00389618,0.001949314,0.004982584,0.007291622,0.005368773,0.000605349,0.015395362,0.003605921,0.001535884,0.001357495,0.0038053,0.000582458,0.027179761,0.008418883,0.003173261
Medicocarpin,0.00204375,0.001591112,0.001518815,0.001623827,0.002559185,0.001807722,0.000722453,0.004147268,0.001179879,0.0,0.001119796,0.003508248,0.00095819,0.000535528,0.001077782,0.000942984,0.00189434,0.00194633,0.000609159,0.004758963
Melanin,0.00155883,0.00151288,0.00183298,0.001619942,0.00407558,0.002211825,0.000257792,0.002126508,0.002557786,0.001262863,0.001194899,0.004621879,0.000431333,0.00083054,0.000696007,0.00058042,0.001559523,0.00247418,0.001728927,0.001846654
Methyl benzoate,0.001528318,0.000962517,0.002209264,0.001097694,0.001524228,0.001066883,0.000589442,0.001422802,0.001751425,0.002765366,0.002042535,0.008846977,0.000619865,0.012190189,0.000486535,0.001808573,0.002955491,0.002886499,0.00285044,0.003048101
Methyl jasmonate,0.006181287,0.004401738,0.005035336,0.005664721,0.010970871,0.005818203,0.002511991,0.006714167,0.008645531,0.006047245,0.005918874,0.008328268,0.005431601,0.00306815,0.002070426,0.003382046,0.004625227,0.006154677,0.007364179,0.002242824
Momilactone A,0.016773252,0.01193674,0.009761119,0.004496627,0.009921862,0.006059795,0.000503635,0.046928548,0.026333579,0.026445696,0.002248808,0.012198497,0.003634205,0.012424865,0.002570472,0.018177159,0.053488471,0.029005762,0.002851796,0.047209726
N-Acetyl-4-O-acetylneuraminic acid,0.002548641,0.001082419,0.009979382,0.000970905,0.002487099,0.001461493,0.001086885,0.00079784,0.011246809,0.01275932,0.003971715,0.010968842,0.00099458,0.000562068,0.008241989,0.002516385,0.004967324,0.003414117,0.002957374,0.000360946
