Sample,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Streptococcus oralis [ref_mOTU_v31_00292],211.98373591936056,0.2909909667460872,0.46271339504909975,0.6288794961624342,0.529427950407729,0.9054681836540761
Streptococcus sp. oral taxon 058 [ref_mOTU_v31_00293],54.3246100611326,0.26189815538461664,1.025465931997659,0.25539430147077236,0.7984185716629204,0.9489138802114393
Streptococcus oralis/mitis [ref_mOTU_v31_00294],55.34166512827854,-1.788866239252444,1.1631725829824864,-1.5379198800109428,0.12406820584875654,0.695313184129405
Streptococcus pseudopneumoniae [ref_mOTU_v31_00295],28.41934428161328,-1.2428773164018405,1.358946405638923,-0.9145889133261945,0.3604074811096497,0.8424158603172707
Streptococcus oralis [ref_mOTU_v31_00296],956.7327228513993,-0.5548658676284963,0.5120225198407345,-1.0836747332931533,0.27850904227788065,0.8424158603172707
Streptococcus oralis [ref_mOTU_v31_00297],15.969653339444951,1.6967048400282365,2.4469583267698902,0.693393435215537,0.4880626809295133,0.8957708838567194
Streptococcus oralis [ref_mOTU_v31_00298],0.3555647111725327,-2.0394192054942937,3.1313505374690593,-0.651290611220637,0.5148589079216004,
Streptococcus oralis [ref_mOTU_v31_00299],1.898352980298137,-1.2556104692003653,2.9325995528850184,-0.4281561278849432,0.6685374550302557,
Streptococcus peroris [ref_mOTU_v31_00300],28.5156849939937,0.6507382393791251,1.3293033887049488,0.4895332735238837,0.6244642037928347,0.9260687324979824
Streptococcus sp. [ref_mOTU_v31_00301],712.7318989875622,-1.1570586434844121,0.5422065373398669,-2.133981359135001,0.03284430675248718,0.3372406496907166
Streptococcus infantis [ref_mOTU_v31_00302],37.2213064627327,-0.8289075039317712,1.6744571110373045,-0.49503059736076105,0.6205785224741565,0.9260687324979824
Streptococcus sp. HMSC067H01 [ref_mOTU_v31_00303],136.32479808389883,-0.6726439081341364,0.8558174870923732,-0.785966538752829,0.431887090709387,0.8859704776331045
Streptococcus sp. HPH0090 [ref_mOTU_v31_00304],85.25438408303346,1.4606662947500602,1.0447524418390601,1.3980979955202344,0.1620836417378675,0.7439575653040686
Streptococcus infantis [ref_mOTU_v31_00305],80.83326497050216,-0.5923930089775479,1.3251451178672005,-0.4470401022425338,0.6548461053417097,0.9280329282242907
Streptococcus infantis [ref_mOTU_v31_00306],196.18950900616022,-0.001818607402717112,1.3232324525132253,-0.0013743672922040399,0.9989034139018989,0.9989034139018989
Streptococcus pseudopneumoniae/infantis [ref_mOTU_v31_00307],560.5275729544915,-0.6661008432902374,0.7271754058318726,-0.9160112373825857,0.3596610009850313,0.8424158603172707
Streptococcus infantis [ref_mOTU_v31_00308],32.450707105867615,-0.34024352086295856,1.3411949075695215,-0.2536868571023275,0.7997374884867536,0.9489138802114393
Streptococcus timonensis [ref_mOTU_v31_00309],139.46833484501838,-0.6121792577104977,1.3001775497269228,-0.4708428151517262,0.6377529870500072,0.9260687324979824
Streptococcus sp. [ref_mOTU_v31_00310],430.6298360897922,-0.6401025885383532,1.0316264533101362,-0.6204790372372511,0.5349424510299844,0.9054681836540761
Streptococcus australis [ref_mOTU_v31_00311],122.83231159248562,-1.0533645351330139,0.8273401647277302,-1.2731940017437278,0.20294920854587217,0.7757269422692227
Streptococcus parasanguinis [ref_mOTU_v31_00312],2544.3712352636694,2.209411544925311,0.8376025411482709,2.63778037480214,0.008345060887050932,0.14540636394103898
Streptococcus sp. F0442 [ref_mOTU_v31_00313],34.99390476735077,1.6846372647851438,1.8285851708748198,0.9212790804702801,0.35690474012496254,0.8424158603172707
Enterococcus faecium [ref_mOTU_v31_00321],4.302994950779101,5.5689935688394065,0.0,0.0,,
Staphylococcus aureus [ref_mOTU_v31_00340],4.994734716595495,-5.833506828208036,0.0,0.0,,
Staphylococcus hominis [ref_mOTU_v31_00344],1.4845455278245576,4.0331039193541445,3.0933182716043346,1.303811494722913,0.19229786243772784,
Staphylococcus epidermidis [ref_mOTU_v31_00346],9.576105817827514,0.7758899577160038,2.688674311893644,0.2885771453551551,0.7729049871108306,0.9393018745355188
Lautropia mirabilis [ref_mOTU_v31_00379],491.4232627067651,-0.5909475073416116,1.0839222005674578,-0.5451936559950865,0.5856203342637598,0.9260687324979824
Acidovorax wautersii [ref_mOTU_v31_00455],0.5959212725457801,-2.7798086305924232,0.0,0.0,,
Streptococcus anginosus [ref_mOTU_v31_00566],26.678792089885167,4.416646875743898,2.122913497129121,2.080464833690426,0.037482917929284765,0.3487735698648005
Streptococcus anginosus [ref_mOTU_v31_00567],164.86361409322217,2.72435383544899,1.240359734714883,2.1964223436156827,0.028061727850724808,0.3102979521955147
Streptococcus anginosus [ref_mOTU_v31_00568],5.0990911607886975,5.8178304866140405,0.0,0.0,,
Streptococcus anginosus [ref_mOTU_v31_00569],110.3889358854719,2.9828267825071246,1.1853993701257481,2.516305354701432,0.011859238586731425,0.1948303482105877
Streptococcus anginosus [ref_mOTU_v31_00570],25.65073459066006,0.647450434003623,2.312145440848686,0.2800214997573737,0.7794610100536391,0.9393018745355188
Streptococcus intermedius [ref_mOTU_v31_00571],33.95418980094112,0.8131979910248396,1.5552015271515305,0.5228891412640736,0.6010514015730237,0.9260687324979824
Streptococcus constellatus [ref_mOTU_v31_00572],65.62347929316319,1.7286963280325107,1.3284578296428802,1.3012805445975082,0.19316244415098183,0.7713083707417676
Lactobacillus rhamnosus [ref_mOTU_v31_00710],0.31007845799269906,1.8262009380918933,3.13475252669693,0.5825662225452133,0.5601853493972262,
Cutibacterium acnes [ref_mOTU_v31_00800],9.869380243688775,0.5759343687257953,1.8649500203969658,0.3088202699411774,0.7574582491348621,0.9393018745355188
Corynebacterium aurimucosum [ref_mOTU_v31_00801],2.54077298017278,0.6788695483116852,2.916795685841713,0.23274497819883494,0.8159594405900743,
Capnocytophaga ochracea [ref_mOTU_v31_00892],73.98208469696502,0.0686742474393033,0.4842293428027188,0.14182173893431743,0.8872208124438383,0.9983223332293798
Streptococcus sp. [ref_mOTU_v31_00900],1.6136364432875623,4.153905791094359,0.0,0.0,,
Streptococcus sp. [ref_mOTU_v31_00902],3.442395960623281,5.245622426425014,0.0,0.0,,
Gordonia sp. [ref_mOTU_v31_00915],0.3720941495912389,2.050415722609085,3.1272298551046473,0.6556651789641065,0.5120395780451734,
Haemophilus influenzae [ref_mOTU_v31_00938],73.32363426245202,-2.8819661092404445,1.1697822288320467,-2.4636774591095514,0.013751980076833257,0.2080891722152401
Haemophilus sp. [ref_mOTU_v31_00939],308.3203369651427,-4.251993416532179,1.2441104696049448,-3.417697640533769,0.0006315322286913608,0.02593793082125232
Haemophilus sp. C1 [ref_mOTU_v31_00940],59.068703976383105,-6.774144605385597,2.045075158988253,-3.312418409471526,0.0009249310072794317,0.03545568861237822
Lactobacillus salivarius [ref_mOTU_v31_00945],46.97968105785587,7.789206574613957,2.1028028925894735,3.704201949723412,0.00021205727370648505,0.01219329323812289
Porphyromonas gingivalis [ref_mOTU_v31_00985],759.0863567528202,1.155710776229541,1.3501181165333493,0.8560071612082497,0.3919938183670254,0.8635879140269717
Fusobacterium periodonticum [ref_mOTU_v31_00999],1716.0686872483323,-1.7841686395442142,1.1573269552579548,-1.5416288642015978,0.12316380725121316,0.695313184129405
Fusobacterium sp. oral taxon 370 [ref_mOTU_v31_01000],10.21459116572215,0.16155630279368985,2.049437547916342,0.0788295808076434,0.9371681751708589,0.9983223332293798
Fusobacterium nucleatum subsp. animalis [ref_mOTU_v31_01001],207.00929819362972,0.7599384582529921,0.4863483302408411,1.562539461946273,0.11816095704544467,0.695313184129405
Fusobacterium nucleatum subsp. vincentii [ref_mOTU_v31_01002],254.02262621854592,0.011053432966047825,0.5279297584105679,0.02093731749338448,0.9832956580868959,0.9983223332293798
Fusobacterium nucleatum subsp. nucleatum [ref_mOTU_v31_01003],128.58882953855502,0.8292142001767421,1.0812353852641066,0.7669136725248732,0.4431328439759239,0.8877198975735227
Fusobacterium hwasookii/nucleatum [ref_mOTU_v31_01004],325.8965949358065,-1.3355611216222962,0.6958975548443767,-1.9191921459200518,0.05496002114724312,0.4389168355508999
Fusobacterium nucleatum [ref_mOTU_v31_01005],0.40204397826662763,1.987585076997714,3.1292251659114423,0.6351684431819384,0.5253185622126657,
Prevotella buccae [ref_mOTU_v31_01006],5.5019172417015625,2.03887278704017,2.9027185222572225,0.7024011358341057,0.4824290371618235,
Lactobacillus gasseri [ref_mOTU_v31_01039],1.9350095770610618,4.422779650148745,3.0905626648535476,1.4310596903422852,0.1524131086823702,
Haemophilus parainfluenzae [ref_mOTU_v31_01068],3461.8703357604027,-0.3493032135162691,1.0144902354342635,-0.3443140222702548,0.7306101400280977,0.9393018745355188
Capnocytophaga sp. oral taxon 326 [ref_mOTU_v31_01073],67.81625100760229,-0.796836831848842,1.1075686064319439,-0.7194469283630827,0.4718655909522642,0.8957708838567194
Capnocytophaga sputigena [ref_mOTU_v31_01074],210.47810008548217,-1.129977244856922,1.1751048665585266,-0.9615969408468473,0.33625210878434164,0.8424158603172707
Aggregatibacter actinomycetemcomitans [ref_mOTU_v31_01076],4.031536785154,-5.524841889272568,0.0,0.0,,
Prevotella sp. oral taxon 473 [ref_mOTU_v31_01078],20.267942202025576,0.2545058437926925,1.5974163565334958,0.15932342419792658,0.8734140666300123,0.9936062248010542
Prevotellaceae bacterium Marseille-P2826 [ref_mOTU_v31_01079],115.37744751837936,-6.143773789575546,2.026116291850233,-3.0322907990464363,0.0024270526534954763,0.06645501313142375
Haemophilus sputorum [ref_mOTU_v31_01100],339.6993863771446,-5.918105994915273,1.5562289859847802,-3.8028503826962843,0.00014304075020747512,0.009241028563118448
Lactobacillus delbrueckii [ref_mOTU_v31_01298],4.044815253732354,5.479356790458039,0.0,0.0,,
Lactococcus lactis [ref_mOTU_v31_01300],7.142971618293307,6.302477361323783,0.0,0.0,,
Bifidobacterium animalis [ref_mOTU_v31_01303],0.18604707479561944,0.8518460231457984,3.184231723336326,0.26752011070766674,0.7890687321367236,
Streptococcus thermophilus [ref_mOTU_v31_01348],82.49801065961069,1.1119501445141624,1.646520698792893,0.67533323166199,0.4994640752283489,0.9002879098943593
Streptococcus salivarius [ref_mOTU_v31_01349],14.285024786071514,1.3981337574124566,2.732809978659284,0.5116103089239966,0.6089237691327543,0.9260687324979824
Streptococcus salivarius [ref_mOTU_v31_01350],4413.613675903924,2.2592863594724206,0.8322282650104581,2.714743603960663,0.0066327099290072414,0.12712694030597213
Lactobacillus fermentum [ref_mOTU_v31_01407],7.070808683313658,4.99457374878772,2.7920261216278597,1.7888707093741978,0.07363563998010506,
Morococcus cerebrosus [ref_mOTU_v31_01494],252.95276888947055,-1.4828172058808755,1.3403678256555451,-1.1062763351214144,0.26860693141503067,0.8375744162681166
Neisseria sicca/macacae [ref_mOTU_v31_01495],1329.751439160138,-1.5649895113395549,0.9953510997978308,-1.5722989723499832,0.11588123126647887,0.695313184129405
Neisseriaceae sp. [ref_mOTU_v31_01496],198.52729271505382,-1.2832383392853892,0.8889422627391756,-1.4435564525093392,0.14886378199185527,0.7198973556835655
Neisseria sp. HMSC072F04 [ref_mOTU_v31_01497],59.85242457425437,-4.180871772359662,1.9907271175053585,-2.1001732159045696,0.03571360657995822,0.34805633531315217
Neisseria sp. HMSC064E01 [ref_mOTU_v31_01498],170.9361574635318,-1.8444074489641777,1.528235531469408,-1.2068869038732324,0.2274757018482666,0.7858920690211809
Neisseria sicca [ref_mOTU_v31_01499],36.157146164765926,-0.6980460901684199,1.4095442016666886,-0.4952282371443397,0.6204390205805845,0.9260687324979824
Neisseria sp. oral taxon 014 [ref_mOTU_v31_01500],139.5718228852324,-0.051705834490381825,1.0961345884995413,-0.04717106369315475,0.9623768896681841,0.9983223332293798
Neisseria gonorrhoeae [ref_mOTU_v31_01538],21.79911156578718,-1.1792872070334914,2.5287126052617053,-0.46635873312754056,0.6409587446671752,0.9260687324979824
Neisseria meningitidis [ref_mOTU_v31_01539],310.33617776189885,-1.2356908274729257,0.921670190190696,-1.3407082496801357,0.18001519504608887,0.7601639444616064
Campylobacter showae [ref_mOTU_v31_01580],3.4450428463914604,-2.0443952546619952,2.8695659073150805,-0.7124405992733727,0.47619198239776983,
Campylobacter showae [ref_mOTU_v31_01581],6.515766321754667,0.7189412576816118,2.380325078249684,0.30203490449727494,0.7626254548140081,
Campylobacter showae [ref_mOTU_v31_01582],24.5909799530612,-1.451766039635534,2.3083416694209964,-0.6289216448619073,0.5294003548581452,0.9054681836540761
Campylobacter rectus [ref_mOTU_v31_01583],116.41812826572868,-1.4717879416659372,1.0508182527955312,-1.400611321463521,0.16133033356708593,0.7439575653040686
Eikenella sp. [ref_mOTU_v31_01584],40.39711095817552,-1.5660040980108778,1.6760988327143043,-0.9343148908915251,0.3501414853036756,0.8424158603172707
Eikenella sp. [ref_mOTU_v31_01585],0.992251065576637,3.4505290572539153,0.0,0.0,,
Eikenella corrodens [ref_mOTU_v31_01586],45.544550262731036,0.6436768914797428,1.2908364642412105,0.49865099825647863,0.6180252710602889,0.9260687324979824
Eikenella corrodens [ref_mOTU_v31_01587],2.342043563793815,0.052336112371506434,0.0,0.0,,
Eikenella sp. NML130454 [ref_mOTU_v31_01588],12.622054486795562,0.17175412417819755,2.025046031275359,0.084814923476099,0.9324085290738424,0.9983223332293798
Prevotella nigrescens [ref_mOTU_v31_01589],136.044188893931,1.5589809271298072,1.0029824003061207,1.5543452473881794,0.12010208596611942,0.695313184129405
Prevotella phocaeensis/oralis [ref_mOTU_v31_01590],11.285025877611565,1.2445915276642872,2.188628628959566,0.5686627284300595,0.5695850461944644,0.9173988839266582
Streptococcus sanguinis [ref_mOTU_v31_01591],655.5159992644615,-0.4359321506387992,0.6184306830560793,-0.7049005855992899,0.4808721057151595,0.8957708838567194
Streptococcus sanguinis [ref_mOTU_v31_01592],51.291307531144334,-2.616672580030222,1.7946240622892902,-1.4580616826748083,0.144823541801579,0.7198973556835655
Streptococcus sobrinus [ref_mOTU_v31_01604],113.37523873514537,9.611059465158021,2.3575317147149297,4.076746626638777,4.5670211428228334e-05,0.004376728595205215
Streptococcus mutans [ref_mOTU_v31_01605],15.375517126300068,6.161661230911241,1.9856079707565422,3.103161007438729,0.0019146544422368214,0.05794348969927223
Prevotella pleuritidis [ref_mOTU_v31_01716],45.62387664893661,-3.0147209159757917,1.7613159920080017,-1.7116297868497954,0.08696491539146999,0.5892367905735171
Haemophilus paraphrohaemolyticus [ref_mOTU_v31_01835],144.92848127284236,-10.033796880184378,2.249586908687975,-4.460284171033153,8.185105073353234e-06,0.0023532177085890545
Haemophilus parahaemolyticus [ref_mOTU_v31_01836],36.23209206737479,-0.840604985323996,2.857490418824893,-0.29417595936146107,0.7686234499483662,0.9393018745355188
Lachnoanaerobaculum saburreum [ref_mOTU_v31_01839],33.14544084652715,1.891661104426555,1.218237219654379,1.5527855116454499,0.12047438514920301,0.695313184129405
Prevotella veroralis [ref_mOTU_v31_01840],134.23174820330613,1.3551599608779286,0.98567136543856,1.3748598248818662,0.16917490661608192,0.7601639444616064
Prevotella sp. oral taxon 306 [ref_mOTU_v31_01841],599.8851805530096,2.986270185230711,1.104769836621068,2.7030699845718096,0.006870227937840038,0.12743164723412972
Isoptericola variabilis [ref_mOTU_v31_01910],83.5590044367689,1.7909672816103597,1.476991609718651,1.2125778303855885,0.2252912691956126,0.7851059381059227
Actinobacteria sp. [ref_mOTU_v31_01911],489.1751586285369,-0.16507801192889146,0.7966153401387661,-0.20722424438893652,0.8358347339533396,0.9689616371434885
Actinomyces sp. ICM39 [ref_mOTU_v31_01912],44.83126675254743,-0.37608351497317927,1.3927437716356588,-0.27003065648715935,0.7871366688896595,0.9409637933712145
Actinomyces sp. [ref_mOTU_v31_01913],125.32872755469766,0.09222269653048004,1.1536467870907083,0.07994014941353865,0.9362848573767388,0.9983223332293798
Actinomyces sp. ICM47 [ref_mOTU_v31_01914],441.82413561256743,0.5751166835124302,0.9497931211722198,0.605517844562435,0.5448349716112574,0.9097270595463344
Actinomyces bouchesdurhonensis [ref_mOTU_v31_01915],5.75107795656787,5.992739319694948,3.0846499746683587,1.9427615349904483,0.05204497741749756,
Veillonella parvula [ref_mOTU_v31_01938],658.469912568452,-0.3665663991317101,0.5834007546046608,-0.6283269197690914,0.5297898002536328,0.9054681836540761
Veillonella rogosae [ref_mOTU_v31_01939],1426.0929351332147,-1.159022579808467,0.8683380494270106,-1.3347596371865427,0.1819550277955737,0.7601639444616064
Veillonella dispar [ref_mOTU_v31_01940],597.9191079074072,0.587389023109896,0.8509034847854574,0.6903121606770682,0.48999790209369254,0.8957708838567194
Veillonella atypica [ref_mOTU_v31_01941],2101.8230283812654,2.389488322623316,1.0626103735052879,2.24869658926911,0.024531806335044443,0.2821157728530111
Veillonella tobetsuensis [ref_mOTU_v31_01942],179.81479358533605,-0.6225685744000153,1.2645673307588199,-0.4923174585147911,0.6224949400607008,0.9260687324979824
Atopobium sp. oral taxon 810 [ref_mOTU_v31_01957],7.765836518126557,-0.08381854499905628,0.0,0.0,,
Slackia exigua [ref_mOTU_v31_01958],19.855658043088077,2.7667634900517593,1.7916243199215054,1.5442765870542419,0.12252134199294061,0.695313184129405
Actinomyces johnsonii [ref_mOTU_v31_02017],28.12426299612822,0.11873198903276337,1.3650166654232792,0.08698208017551615,0.9306857560626265,0.9983223332293798
Actinomyces naeslundii [ref_mOTU_v31_02018],158.09843082567983,0.0031347791778453464,0.8839032596146799,0.003546518404301271,0.9971702936525161,0.9989034139018989
Actinomyces oris [ref_mOTU_v31_02019],514.3220607316339,-0.24907708636279438,0.5500332914885745,-0.45284001935357093,0.6506639442246693,0.9260687324979824
Actinomyces sp. oral taxon 170 [ref_mOTU_v31_02020],1.7393236401722454,-1.8564828552194643,2.9477290531067517,-0.6298010508336338,0.5288247580543244,
Prevotella baroniae [ref_mOTU_v31_02021],46.12130780553772,0.4962494046943112,1.0266169867267176,0.48338320046365196,0.6288236742604922,0.9260687324979824
Actinobacteria sp. [ref_mOTU_v31_02041],140.07397768565554,0.4329772120280431,0.9864485425466051,0.4389252894127389,0.6607156716220004,0.933443516419288
Actinomyces dentalis [ref_mOTU_v31_02098],131.6382554734928,0.4681897906055219,0.5939354886492554,0.7882839122314313,0.4305306557223476,0.8859704776331045
Actinomyces sp. oral taxon 414 [ref_mOTU_v31_02099],48.5470260457344,0.6193578076780123,1.1724171205574736,0.5282742778299871,0.5973089818880224,0.9260687324979824
Actinomycetaceae sp. [ref_mOTU_v31_02100],40.0847896445516,2.6191282181246924,1.2668734934820578,2.067395230541846,0.038696927306737225,0.3492130199465946
Alloscardovia omnicolens [ref_mOTU_v31_02114],61.998374431624484,-0.18608611233602618,2.886589597947166,-0.06446573231898418,0.9485993919820643,0.9983223332293798
Campylobacter curvus [ref_mOTU_v31_02172],0.7192479852499278,-3.029316182414792,3.107562591346394,-0.9748206490998784,0.3296492325021154,
Corynebacterium propinquum [ref_mOTU_v31_02200],0.12403138319707963,0.5343971678287931,3.2084690169267605,0.16655830709584557,0.8677176014655402,
Corynebacterium propinquum [ref_mOTU_v31_02201],0.31007845799269906,1.8262009380918933,3.13475252669693,0.5825662225452133,0.5601853493972262,
Lactococcus raffinolactis [ref_mOTU_v31_02289],5.593893436012831,5.948839730042239,0.0,0.0,,
Leptotrichia massiliensis [ref_mOTU_v31_02297],54.5036976715581,0.09464400461455917,0.7839960260241009,0.1207200055522344,0.903912812743894,0.9983223332293798
Leptotrichia hofstadii [ref_mOTU_v31_02298],50.94452215325908,0.7074740895642144,1.3394992174381313,0.5281631227208172,0.597386122335616,0.9260687324979824
Leptotrichia buccalis [ref_mOTU_v31_02299],64.92931804652913,1.023662162892579,1.1550459972097251,0.886252292432913,0.3754815907224305,0.8533672516418874
Leptotrichia sp. oral taxon 879 [ref_mOTU_v31_02300],87.74202208855229,1.4370162352773146,1.1380102194220383,1.2627445788730551,0.20668098768503496,0.7757269422692227
Leptotrichia trevisanii [ref_mOTU_v31_02301],11.187536806613098,-0.07807870820363545,1.9982912232701942,-0.039072737394032095,0.968832396773259,0.9983223332293798
Leptotrichia wadei [ref_mOTU_v31_02302],194.54426315943923,0.7284763049259593,0.9038946097938803,0.8059305775615562,0.42028287908358264,0.8825106472248032
Leptotrichia shahii [ref_mOTU_v31_02303],39.21417806402036,-0.9637930087269185,2.032404287246152,-0.47421323344718475,0.6353478574910209,0.9260687324979824
Porphyromonas uenonis [ref_mOTU_v31_02386],0.40204397826662763,1.987585076997714,3.1292251659114423,0.6351684431819384,0.5253185622126657,
Prevotella denticola [ref_mOTU_v31_02391],148.81732577529715,1.882644571104539,0.9541874484538462,1.973034306996129,0.04849165381479729,0.41648644277903746
Prevotella intermedia [ref_mOTU_v31_02392],358.2604479166815,0.7588977592646337,1.06937190112827,0.7096668226123558,0.4779107707669331,0.8957708838567194
Prevotella loescheii [ref_mOTU_v31_02394],51.83594479505913,-1.2340604111392428,1.1715858455485477,-1.0533247869356461,0.29219216240558166,0.8424158603172707
Prevotella conceptionensis [ref_mOTU_v31_02395],69.4627088602957,0.8125066912231047,0.9298332871261448,0.8738197507795578,0.3822164226677316,0.859941520114602
Prevotella maculosa [ref_mOTU_v31_02396],30.43030250279603,1.5293098438881092,1.4530123618371473,1.0525098643720372,0.29256568716691533,0.8424158603172707
Prevotella micans [ref_mOTU_v31_02397],21.24462586468683,0.47475435501570945,1.8025460389634458,0.26337987754738124,0.7922577986309184,0.9451208178688342
Prevotella nanceiensis [ref_mOTU_v31_02398],409.97484521788203,-1.3092050046978536,1.0952896104610534,-1.1953048693183113,0.23196793800947224,0.7939378830681341
Prevotella oris [ref_mOTU_v31_02399],240.9793073940742,1.2240508754776387,0.7466191435666242,1.6394581976967635,0.10111786972842496,0.653289607796004
Selenomonas artemidis [ref_mOTU_v31_02435],18.357441451157996,1.8302839968249527,1.8891719141001402,0.9688287144035607,0.3326306572986262,0.8424158603172707
Solobacterium moorei [ref_mOTU_v31_02442],78.94509901939436,0.8508586681719511,0.8058397444617532,1.0558658517646924,0.29102950732649047,0.8424158603172707
Treponema medium [ref_mOTU_v31_02517],22.354720081303064,0.5981810291013158,1.459573520554771,0.40983274955135685,0.6819286405459128,0.9388795584104236
Treponema sp. OMZ 838 [ref_mOTU_v31_02518],41.73528966823229,-1.2492134676337276,1.2613446742340242,-0.9903823222564734,0.32198728264629994,0.8424158603172707
Treponema socranskii [ref_mOTU_v31_02519],53.03624482108366,0.012753815572198124,1.0823117401097544,0.011783865128271448,0.9905980535396345,0.9989034139018989
Treponema socranskii [ref_mOTU_v31_02520],7.09740547112014,0.28048046187034503,2.141469358218114,0.1309757063737437,0.8957945253361388,
Treponema vincentii [ref_mOTU_v31_02521],13.772627422615141,0.3112267397491661,1.6996259393476747,0.18311484459257932,0.8547079084068636,0.9802301139729743
Actinomyces massiliensis [ref_mOTU_v31_02522],51.18799369132349,-0.6394086792391335,1.3091917175960712,-0.48839957558944175,0.6252668424338677,0.9260687324979824
Porphyromonas somerae [ref_mOTU_v31_02523],1034.7928410554425,-0.7815639864415777,1.0278941400317898,-0.7603545501459966,0.44704268292006666,0.888935687452582
Rothia aeria/dentocariosa [ref_mOTU_v31_02524],388.690035301819,-0.762026463609594,0.7431809188448448,-1.0253579502472179,0.30519432146635117,0.8424158603172707
Selenomonas sp. oral taxon 138 [ref_mOTU_v31_02532],4.963900814744356,2.041950745502071,2.8983761467631592,0.7045154397169862,0.4811118383139018,
Selenomonas sp. FOBRC6 [ref_mOTU_v31_02533],5.782031532553293,2.2101836141202167,2.2860536658782813,0.9668117801036328,0.3336381344201361,
Selenomonas sp. oral taxon 126 [ref_mOTU_v31_02534],12.821617546893426,2.4840306310280607,2.1462646764675544,1.1573738589950708,0.24711964945273956,0.8119645624875728
Porphyromonas catoniae [ref_mOTU_v31_02535],48.94229708389726,-0.9219778629790117,1.5161206108551728,-0.6081164363691138,0.5431102517567619,0.9097270595463344
Prevotella saccharolytica [ref_mOTU_v31_02536],13.83318286322589,-0.41656412228063955,1.685545603866067,-0.2471390399198832,0.8048006211244159,0.9502266060503884
Lactobacillus mucosae [ref_mOTU_v31_02550],14.802370914816553,6.676764466739788,0.0,0.0,,
Bifidobacterium dentium [ref_mOTU_v31_02698],48.912632517235735,9.081194896603575,1.9696870062741076,4.610476115076635,4.017477992931715e-06,0.002310049845935736
Scardovia inopinata [ref_mOTU_v31_02705],4.637578460552478,5.685278285265958,3.0853647005993814,1.8426600538216769,0.06537865980474582,
Kingella kingae [ref_mOTU_v31_02715],0.8814951063259728,-3.2835171587414465,3.103623969998077,-1.057962301645544,0.290072629570846,
Cutibacterium granulosum [ref_mOTU_v31_02790],0.3720941495912389,2.050415722609085,3.1272298551046473,0.6556651789641065,0.5120395780451734,
Prevotella fusca [ref_mOTU_v31_02793],4.907324409351908,-0.7659302242510373,0.0,0.0,,
Prevotella scopos [ref_mOTU_v31_02794],48.8816851938817,1.1617442893160623,1.5067288053433885,0.7710374190737642,0.4406847524072822,0.885992072147508
Prevotella melaninogenica [ref_mOTU_v31_02795],2278.715101116007,0.21601081258162697,0.7610660501421166,0.2838266304761466,0.7765432452411932,0.9393018745355188
Prevotella sp. F0091 [ref_mOTU_v31_02796],62.06681078052564,0.41209493268334696,1.1295090900135902,0.3648442817564121,0.7152276480810547,0.9388795584104236
Prevotella sp. C561 [ref_mOTU_v31_02797],1453.1860825883855,1.025240707908264,1.4486133367354384,0.7077393821450815,0.47910711623491586,0.8957708838567194
Atopobium parvulum [ref_mOTU_v31_02949],393.90798562644005,0.026467106462406065,1.1758622474436002,0.022508679498765477,0.9820421885162329,0.9983223332293798
Atopobium parvulum [ref_mOTU_v31_02950],21.828625538739296,2.8809857049984737,1.8356080291035488,1.5694994025524356,0.11653161857111284,0.695313184129405
