Sample,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,5022.527241863461,-14.683908445474284,0.0,0.0,,
CENTFERM-PWY: pyruvate fermentation to butanoate,261684.0037888168,-1.6676381638638873,2.885376046415346,-0.5779621571114384,0.5632896688069765,0.8946996187929064
CITRULBIO-PWY: L-citrulline biosynthesis,5900935.58743281,-0.3506298567092301,0.8543151912021316,-0.41042212560430846,0.6814963184867852,0.9560082180676649
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals),46402808.130251996,0.020708295882807697,0.08299435148092496,0.2495145213294087,0.8029628096503437,0.9779031514998572
COA-PWY: coenzyme A biosynthesis I (prokaryotic),46273265.07669459,0.09941481996162363,0.08335785096090592,1.1926269549373134,0.23301550439955487,0.5831720535916374
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I,5771014.748839441,0.0479553401866285,0.827671151468585,0.057940089009431525,0.95379635033013,0.9924736115198807
COLANSYN-PWY: colanic acid building blocks biosynthesis,15632116.4728547,0.24873083280466496,0.2633834015220365,0.9443679114450743,0.3449816732251282,0.6946387980524423
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,47751532.774383135,0.08889171497932764,0.041880912673225024,2.122487532038842,0.03379681859777653,0.2538691257460888
DAPLYSINESYN-PWY: L-lysine biosynthesis I,26301011.916835822,-0.25400336300510234,0.16021151534564235,-1.5854251328758253,0.11286977461502992,0.4048019528867265
DARABCATK12-PWY: D-arabinose degradation I,681203.3845228957,-5.557833905948458,2.726020668905418,-2.038808424801893,0.041469151165573426,0.3044212687836413
DENITRIFICATION-PWY: nitrate reduction I (denitrification),1203568.3913556498,0.19520157091443754,1.9814249088819502,0.09851575502025109,0.9215227621171336,0.9921728405461139
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,9161785.065651806,-0.7785761812985301,2.296328046506117,-0.33905268129400784,0.7345700441165055,0.961806173815877
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis,34662454.80239918,0.22317961862059246,0.12006802851230419,1.8587764068910462,0.06305883797834512,0.3231314425095564
FASYN-ELONG-PWY: fatty acid elongation -- saturated,33521787.250689596,-0.16932024573798674,0.13407605879212087,-1.2628671163470762,0.20663693940803718,0.5656248426169154
FERMENTATION-PWY: mixed acid fermentation,14767427.673956167,-0.644295690216252,0.38312435452832055,-1.6816881584295778,0.09262932544477841,0.37399090148329284
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,28504731.117351275,-0.24401396027104097,0.14441650301636663,-1.6896542650903756,0.09109411775674137,0.3724481017142717
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,730303.146588825,-2.2935015449270613,2.8759340536119105,-0.7974805757616844,0.42517197950170627,0.7847459964517206
FUCCAT-PWY: fucose degradation,1760863.6904719956,-3.4239190112374933,2.3989079832879985,-1.4272823447544625,0.15349852748526244,0.45907429979388675
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,280444.6969603898,1.5790485796572642,2.885375990656489,0.5472592080791504,0.5842006643225406,0.8985562598865744
GALACTUROCAT-PWY: D-galacturonate degradation I,503665.65059499256,1.6291549245832397,2.885375844263529,0.5646248573897898,0.5723289541762262,0.8946996187929064
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",21123635.927823845,-0.28661977814994516,0.17351290966962235,-1.6518642831572832,0.09856222058850785,0.38356141265166305
GLUCONEO-PWY: gluconeogenesis I,29294320.38524758,0.10911241978235273,0.08852048579468685,1.2326233730283238,0.21771631252156398,0.5764128602005342
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,24171624.239821453,-0.42354627805804684,1.378624984827106,-0.3072237067509436,0.7586731021465491,0.961806173815877
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation,853682.7731115452,1.3091658277299398,1.911258392038071,0.6849758427137163,0.4933591650410106,0.852165830525382
GLUTORN-PWY: L-ornithine biosynthesis I,14539499.359786663,0.002507041508379542,0.18956834918570406,0.013225000476865499,0.9894482838874411,0.9966378768012898
GLYCOCAT-PWY: glycogen degradation I,6181335.944402531,0.049961974535158764,0.8133283686274161,0.0614290321871783,0.9510175316712607,0.9924736115198807
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),35641960.1167863,0.1034992049187264,0.08622950270783308,1.200276026981245,0.2300321570159548,0.5831720535916374
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,416764.9507994877,-4.397513723435059,2.459954427395753,-1.7876403214877914,0.07383405574368253,0.33840640997096194
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,18128084.982653413,-0.698540710811297,0.2135431319344888,-3.271192589914794,0.0010709495078796245,0.02882639092042656
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",28261.96552567708,23.215321201113966,0.0,0.0,,
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),39918219.87354382,0.12638312549918762,0.05491491323602301,2.3014354034576345,0.021367032706229788,0.20913792618521884
GLYOXYLATE-BYPASS: glyoxylate cycle,736419.2960867521,-0.6453857252851194,2.1671348104884918,-0.2978059888852247,0.7658512433761797,0.961806173815877
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",2769320.578639376,-0.5068295401969023,1.0864423423496608,-0.4665038543147872,0.6408548893511719,0.9432064338033443
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic),8666875.9317911,-0.6494168955740376,0.42409944529066923,-1.5312844729823691,0.12569910130667733,0.4134876944789838
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic),16134261.697583819,0.18086419544961171,0.1543693356742066,1.1716329195801034,0.24134446539632926,0.5869087277492181
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),19941065.739181545,-0.13887321375981962,0.18791862786027208,-0.7390071720994021,0.4599026422753043,0.8162008431589193
HISDEG-PWY: L-histidine degradation I,12558887.72279246,0.36738730981380485,0.3052425483907842,1.2035914119792381,0.2287475404609549,0.5831720535916374
HISTSYN-PWY: L-histidine biosynthesis,17704643.58518008,0.16129187444014387,0.20892755864510132,0.7719990387391895,0.4401149968298741,0.7929126333985395
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,14142860.405714676,-0.6020611960609147,0.22065839067299928,-2.7284763304248347,0.006362765628821477,0.1081670156899651
HSERMETANA-PWY: L-methionine biosynthesis III,29689913.194770165,0.26626288582124596,0.1023649734157775,2.601113221997935,0.009292178056652486,0.1290515033351041
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),46474397.45710222,0.12164644194643141,0.0547950352050937,2.2200267139370915,0.026416954285457997,0.2169922728446555
LACTOSECAT-PWY: lactose and galactose degradation I,26266386.044568114,-0.06675007129403035,0.21214783474870083,-0.31463941818260355,0.7530354467166309,0.961806173815877
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,19254843.422433034,-0.45003803745376797,0.16755138265334446,-2.685970299540138,0.007231951703753586,0.11389281854187334
METHGLYUT-PWY: superpathway of methylglyoxal degradation,5217731.726715316,-0.16776709094757847,0.27514923216615916,-0.6097312706519422,0.5420398363652967,0.8932595262550553
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,19793027.829314876,-0.478068799417266,0.17851250265765764,-2.6780689996491867,0.007404796251948422,0.11389281854187334
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside),3878348.3027854017,-0.2141556159620013,0.7957489322742378,-0.2691246035982077,0.7878337977324195,0.9712607506395857
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),16581860.496363793,-0.6703218513702458,0.43346850705903023,-1.546414192620828,0.12200456867996516,0.4104945383711328
NONMEVIPP-PWY: methylerythritol phosphate pathway I,33745187.79396891,0.016179359576653448,0.13103486570246095,0.12347369907938623,0.9017319999975402,0.9921728405461139
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I,37463775.3407604,-0.052312239398361764,0.07875405682669144,-0.6642481861408316,0.5065314774607056,0.8611035116831994
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),37014455.62277834,0.10203072987654399,0.07367647947330007,1.3848480628545687,0.1660989309217108,0.4833329251145278
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),533319.3774332099,3.5150551471377995,2.8853760928123786,1.2182311886114203,0.22313613074690952,0.5765837618500141
P108-PWY: pyruvate fermentation to propanoate I,1341347.9024117182,0.5122631289478503,1.9727845135236735,0.2596650193856579,0.7951221777482395,0.9765188722915641
P122-PWY: heterolactic fermentation,6756973.103450614,-0.2264911728029966,0.21683465516182612,-1.0445340143343955,0.2962383905698428,0.6379971442086033
P124-PWY: Bifidobacterium shunt,6205738.998765746,0.23678570171054866,0.8062504546365821,0.2936875264365339,0.7689966866687156,0.961806173815877
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",5334790.918162067,0.7034106066236048,0.28000140021282177,2.5121681751911265,0.011999189080520074,0.14624242350743327
P161-PWY: acetylene degradation (anaerobic),5530014.766789204,-0.5328241020093166,0.23330272498589444,-2.283831455640012,0.022381438247156885,0.2122333968767125
P163-PWY: L-lysine fermentation to acetate and butanoate,1943704.0224765646,-0.7954275316234938,1.3488271951507471,-0.5897178930578988,0.5553797971864656,0.8946996187929064
P164-PWY: purine nucleobases degradation I (anaerobic),7249058.768143348,0.6406463680102739,0.3773087640928781,1.6979366210867362,0.08951972451262782,0.3707034745843434
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),9353752.100994695,-0.3851049215129606,0.2986449851755286,-1.2895074105684887,0.1972217417078691,0.5491605394107045
P23-PWY: reductive TCA cycle I,4850713.443479558,0.2387085253919209,0.8808540380249239,0.27099668626956624,0.7863935809074672,0.9712607506395857
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",10807656.557103058,-0.42513215404585847,1.122642445226278,-0.3786888299597202,0.7049189490755421,0.9566757166025215
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I,37106983.57108612,0.16001798953324167,0.10894252700533956,1.4688294271473874,0.1418790602470301,0.44492171320185164
P42-PWY: incomplete reductive TCA cycle,7838735.2390167145,0.322439335149109,0.18709925599835373,1.723359793327805,0.08482348103746827,0.3653064583346967
P441-PWY: superpathway of N-acetylneuraminate degradation,21054575.309275508,-0.16228932921115827,0.15538458854449314,-1.0444364575106366,0.29628350350244737,0.6379971442086033
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",6721709.394164744,0.10706807942527087,0.2447921308719737,0.43738366525052835,0.6618331284407244,0.9505218587141869
P621-PWY: nylon-6 oligomer degradation,177326.87028134736,2.7177346327288308,2.8853765105251106,0.9418994792586808,0.34624410676917405,0.6946387980524423
PANTO-PWY: phosphopantothenate biosynthesis I,23235396.071779527,-0.09104675468039736,0.14600300451843903,-0.6235950758732425,0.5328935452667303,0.8918373840474294
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria),27818680.95587156,-0.0360152851407944,0.1456843079407766,-0.2472145809652697,0.8047421614836121,0.9779031514998572
PENTOSE-P-PWY: pentose phosphate pathway,32818987.37229967,-0.1371235809133831,0.08585348732128996,-1.5971812583480134,0.110225309123724,0.40457698689730515
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),55197592.02224295,0.07839921309345599,0.06012747941268179,1.3038832470486101,0.1922733931215378,0.5400374432891888
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),29139351.548161853,0.030510292715549902,0.123797886583872,0.2464524521174232,0.8053320071175294,0.9779031514998572
PHOTOALL-PWY: oxygenic photosynthesis,5770.031674708123,19.88022385052785,0.0,0.0,,
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,371227.7223600792,-1.0322292040241918,2.8853758805654426,-0.35774514196809165,0.7205340473808834,0.961806173815877
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,2025926.039843212,0.3472064287545022,1.7724722202702656,0.19588822029693667,0.8446976574924843,0.9876365610151501
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),11613358.595074657,0.6167036598621204,0.15986188168313925,3.8577280172673243,0.00011444589696856394,0.005280860674406593
PPGPPMET-PWY: ppGpp metabolism,23273709.050830603,-0.01523054100532925,0.19418005680555578,-0.07843514548242464,0.937481917581935,0.9924736115198807
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",3050406.6806363496,-0.8974768086798974,2.734968858086675,-0.32814882188741,0.7427991413342414,0.961806173815877
PWY-101: photosynthesis light reactions,7471.759858492002,15.181246580799401,2.9699598814571404,5.11159988240349,3.1944185119706004e-07,3.43932393122168e-05
PWY-1042: glycolysis IV,48327193.68949012,0.21815822212240002,0.0912702938988585,2.390243449463993,0.016837207874332908,0.18753166011756997
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,14398808.126062337,-0.5621206407129437,0.3248562344052002,-1.7303674092700296,0.08356465281829839,0.36474841703122135
PWY-2201: folate transformations I,11647067.682758447,-0.5827260056078908,0.398929395924536,-1.4607246584508975,0.14409101915492387,0.4475134537215424
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",19984703.274993997,0.2179718309060816,0.1373378331608728,1.5871215228127047,0.11248512416518842,0.4048019528867265
PWY-2941: L-lysine biosynthesis II,30301214.232283533,0.12319684365473986,0.08813447121648782,1.3978281364181229,0.16216468298606834,0.48054305141743187
PWY-2942: L-lysine biosynthesis III,32026764.66304336,0.1668030918570595,0.15403234617723868,1.0829095056769833,0.2788485922300068,0.6169047622622753
PWY-3001: superpathway of L-isoleucine biosynthesis I,43664163.186074816,0.06898782179641505,0.040530457057003116,1.7021229664246995,0.088732319475501,0.3707034745843434
PWY-3841: folate transformations II (plants),58232405.218500756,-0.0011269998459480324,0.09047601464081151,-0.012456338294985755,0.9900615370002136,0.9966378768012898
PWY-4041: &gamma;-glutamyl cycle,14767575.774474556,0.40454933825537887,0.24319260751482186,1.6634935674626654,0.09621367740749692,0.38356141265166305
PWY-4702: phytate degradation I,8074.983366259648,23.455633936655605,12.317184835367764,1.9043015307608862,0.05687092499001348,0.3113442164707517
PWY-4984: urea cycle,3805168.6605086536,-0.3632207759134453,0.8599339625610933,-0.42238217319814314,0.672746087717992,0.9560082180676649
PWY-5004: superpathway of L-citrulline metabolism,83562.47225591113,22.302736781765766,0.0,0.0,,
PWY-5005: biotin biosynthesis II,5180287.937029614,0.8031066311152814,1.1056013527791335,0.7263980177814764,0.4675948060279368,0.8208321866686064
PWY-5030: L-histidine degradation III,12517920.8743404,0.6106748490045881,0.24372460659423734,2.5055937417975382,0.012224598869042409,0.14624242350743327
PWY-5097: L-lysine biosynthesis VI,34781969.34360154,-0.028272036691135056,0.08832725631787673,-0.32008281327553273,0.7489055538664391,0.961806173815877
PWY-5100: pyruvate fermentation to acetate and lactate II,37106983.57108612,0.16001798953324167,0.10894252700533956,1.4688294271473874,0.1418790602470301,0.44492171320185164
PWY-5103: L-isoleucine biosynthesis III,44051841.37251972,0.12182809325725494,0.05131823446276032,2.373972809716611,0.01759784633268204,0.18947014551520994
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),14508276.46295781,0.5814345107099066,0.1526919481488126,3.8078924118725914,0.0001401562227729952,0.005430946198436387
PWY-5130: 2-oxobutanoate degradation I,6553823.930194075,0.9334203165041367,0.8062504558478543,1.1577299705493505,0.2469742493214665,0.5869087277492181
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),365809.17437459587,-2.7990319708800375,2.8853761249538907,-0.970075251774937,0.3320089838496296,0.6914550952239907
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),7996204.43879907,0.6931658286465442,0.3564701877419982,1.9445267864818914,0.051831958464381205,0.3113442164707517
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),24930613.14305488,-0.14392328002259402,0.15070306807104158,-0.9550122758930722,0.33957148902935974,0.6914550952239907
PWY-5189: tetrapyrrole biosynthesis II (from glycine),13081977.50527152,-0.24377416019949427,0.7922788529149504,-0.3076873241064065,0.7583202660126227,0.961806173815877
PWY-5265: peptidoglycan biosynthesis II (staphylococci),12462064.781657338,0.3233657239564916,1.3968187646637087,0.23150156064401353,0.8169251731477187,0.9876365610151501
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),13176075.63081934,-0.6582282300009669,0.3848023721570294,-1.7105617782739615,0.08716203986996483,0.37043866944735054
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),20662538.722740833,-0.43566435689219507,0.16718565722535098,-2.6058716047929837,0.009164080662568281,0.1290515033351041
PWY-5367: petroselinate biosynthesis,7073525.406716314,-0.032416545550981064,1.13002595988957,-0.028686549425952054,0.9771145839572813,0.9966378768012898
PWY-5384: sucrose degradation IV (sucrose phosphorylase),15398169.191979593,0.36421064261077696,0.23127231948087462,1.57481294531184,0.1152996274476125,0.4048019528867265
PWY-5392: reductive TCA cycle II,561176.4728174133,-1.1060813406770595,2.8853758071023234,-0.3833404778519497,0.701467330284943,0.9560082180676649
PWY-5415: catechol degradation I (meta-cleavage pathway),88700.70659675272,0.2750042387585624,0.0,0.0,,
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",41410.82692487554,43.2808512266689,0.0,0.0,,
PWY-5484: glycolysis II (from fructose 6-phosphate),34393054.70142059,0.16903822317926498,0.06105428745964225,2.7686544256372114,0.005628830344410638,0.10100623340247977
PWY-5497: purine nucleobases degradation II (anaerobic),2145883.18792456,0.5097715887082472,1.753212326426171,0.2907643193151563,0.7712315759080871,0.961806173815877
PWY-5505: L-glutamate and L-glutamine biosynthesis,5862.408724757927,14.833109886071817,2.9699605684972776,4.994379401332248,5.902526124844307e-07,4.766289845811777e-05
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II,20690.787205974862,-0.4386868727473981,0.0,0.0,,
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,24015.49457436494,21.43666917872234,0.0,0.0,,
PWY-5659: GDP-mannose biosynthesis,19954040.46821267,0.1388864391877507,0.14504904103360228,0.9575136670884715,0.3383080514483341,0.6914550952239907
PWY-5667: CDP-diacylglycerol biosynthesis I,41029525.72984387,-0.0630247814507208,0.10600713272174961,-0.5945334038620773,0.5521554072873971,0.8946996187929064
PWY-5675: nitrate reduction V (assimilatory),2507880.4494347307,0.22095580494217718,1.134975303146193,0.19467895409678046,0.8456442888633644,0.9876365610151501
PWY-5676: acetyl-CoA fermentation to butanoate II,6078479.225821621,0.6956463681012075,0.3764852138221561,1.8477388820635505,0.06464012624313505,0.3231314425095564
PWY-5686: UMP biosynthesis I,51495254.09407587,0.15334251384811187,0.07961919103705108,1.9259491568653766,0.05411072263818261,0.3113442164707517
PWY-5690: TCA cycle II (plants and fungi),441522.4935505098,5.504877434769393,2.885377497776277,1.907853457307382,0.05641015925385951,0.3113442164707517
PWY-5695: inosine 5'-phosphate degradation,56222898.92408057,0.004110095128766275,0.06817728344132523,0.06028540477567587,0.9519283261044654,0.9924736115198807
PWY-5723: Rubisco shunt,4830546.004622832,0.906903669329517,1.3606682142083124,0.6665134526253246,0.5050829679327463,0.8611035116831994
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",10534899.002986232,0.05404210847499357,0.2686144227540724,0.20118840947148756,0.8405512541044827,0.9876365610151501
PWY-5838: superpathway of menaquinol-8 biosynthesis I,8877868.249032164,0.5366623493468322,1.3636446720536153,0.3935499916841474,0.6939133083834761,0.9560082180676649
PWY-5840: superpathway of menaquinol-7 biosynthesis,11204686.784440542,0.31250737034456516,0.7940119761988469,0.3935801722294211,0.6938910223667083,0.9560082180676649
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation),5078159.178614156,-1.168304001217166,0.8808540450014621,-1.3263309714553524,0.1847300923435654,0.52803380377851
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,6864976.072966544,0.5615276372797189,1.3576982249842124,0.4135879586100574,0.6791758933042645,0.9560082180676649
PWY-5897: superpathway of menaquinol-11 biosynthesis,15300891.243748832,0.03137978369955699,0.22553310640573826,0.1391360417086801,0.8893426480415627,0.9876365610151501
PWY-5898: superpathway of menaquinol-12 biosynthesis,15300891.243748832,0.03137978369955699,0.22553310640573826,0.1391360417086801,0.8893426480415627,0.9876365610151501
PWY-5899: superpathway of menaquinol-13 biosynthesis,15300891.243748832,0.03137978369955699,0.22553310640573826,0.1391360417086801,0.8893426480415627,0.9876365610151501
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),6940389.095273079,0.7457764640230962,0.20801658147131089,3.585177963930495,0.00033684842727666815,0.010880204201036381
PWY-5913: partial TCA cycle (obligate autotrophs),17663467.36285595,-0.4095551507406578,0.21921660810846985,-1.8682669815692392,0.061724866533210854,0.3231314425095564
PWY-5918: superpathway of heme b biosynthesis from glutamate,16791720.20926235,-0.09431268101735933,0.171627506412768,-0.5495196136599179,0.5826489081824138,0.8985562598865744
PWY-5920: superpathway of heme b biosynthesis from glycine,9016039.586832492,-0.6241150645652846,0.8115530747708745,-0.7690378903948962,0.4418708173737991,0.7929126333985395
PWY-5941: glycogen degradation II,47159451.260113955,0.06300283958402302,0.07021842295620553,0.8972408796950224,0.36959039584392384,0.7148365141172899
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),29227160.69224686,-0.06844134411629735,1.1324978842512383,-0.06043397084273405,0.9518100032721583,0.9924736115198807
PWY-5973: cis-vaccenate biosynthesis,48786047.636316076,-0.11669493004634697,0.06526194709109208,-1.7881006504979873,0.07375977069497425,0.33840640997096194
PWY-5981: CDP-diacylglycerol biosynthesis III,22387926.318856783,0.02072069000768709,0.19760436176786667,0.1048594768977239,0.9164873143888266,0.9921728405461139
PWY-5989: stearate biosynthesis II (bacteria and plants),24146506.558424003,-0.23325944995080447,0.15403236063783846,-1.5143535357433435,0.12993619716353966,0.4155385315230031
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,49490972.84197818,0.1458691298722557,0.04790475310754083,3.0449823954795416,0.0023269393004486886,0.044211846708525085
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,50341028.259168684,0.1492065842239516,0.04896304714787303,3.047330444392761,0.0023088374151231895,0.044211846708525085
PWY-6123: inosine-5'-phosphate biosynthesis I,54405316.35126338,0.13651208235259085,0.0749757145454518,1.8207506681358063,0.06864476629893958,0.3359433259781437
PWY-6124: inosine-5'-phosphate biosynthesis II,55256207.97566728,0.086970894753702,0.07513972397089552,1.1574556061370298,0.24708626684412227,0.5869087277492181
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,44267389.303563654,-0.1286143408189714,0.0720840089503769,-1.7842284674748097,0.0743865483217904,0.33840640997096194
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,52687827.69604084,-0.05733609017027686,0.05053923747402538,-1.1344866491059489,0.2565904708732063,0.5906820998644529
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),20350.014283537243,21.406078474884573,0.0,0.0,,
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,37406130.56150634,-0.05225668714029767,0.11760126380675325,-0.44435480919803544,0.6567860804824008,0.9505218587141869
PWY-6151: S-adenosyl-L-methionine salvage I,50949313.67462571,0.11238333273611502,0.04452332729138586,2.524144972378521,0.011598008843976014,0.14624242350743327
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,46012267.80927159,0.13676623465118917,0.06315754859296138,2.1654772501165627,0.03035115576896667,0.23341484079467223
PWY-621: sucrose degradation III (sucrose invertase),14833156.652095687,0.316159264109221,0.27454855838167613,1.1515604597336764,0.24950173736112824,0.5869087277492181
PWY-622: starch biosynthesis,2181229.96531484,0.8630868695651468,2.746947414165189,0.31419854093837585,0.7533702507787925,0.961806173815877
PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II,86587.07179207928,-18.17454928504283,0.0,0.0,,
PWY-6270: isoprene biosynthesis I,29328985.32137088,0.013846460849594611,0.09146997934176798,0.15137710699440263,0.8796782473186503,0.9876365610151501
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,50341028.259168684,0.1492065842239516,0.04896304714787303,3.047330444392761,0.0023088374151231895,0.044211846708525085
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),30308940.20859026,-0.1734780661446454,0.15369613658218428,-1.1287080469448452,0.2590210135869626,0.5906820998644529
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),15100786.408829127,0.003241901687909677,1.122642439801833,0.002887741967497623,0.9976959184708615,0.99882850062163
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),18392072.020843178,-0.11583616670845659,1.1250982303812842,-0.10295649178045628,0.9179975019126896,0.9921728405461139
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian),4166168.9337587818,1.064912787913585,0.8303884715805676,1.2824272305787459,0.1996928169277996,0.5512887168177716
PWY-6293: superpathway of L-cysteine biosynthesis (fungi),437055.0611089522,-21.09957039116838,2.373148821004461,-8.890959641645129,6.058338168715248e-19,1.9568432284950252e-16
