Gene,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
UniRef90_D0TKA0,25.18796990468648,120.72999087265735,1.9167805977906078,7.683616108834402,24.93999389875596,63.466373057823525,35.32279909464986,40.12824163634083,6.18882712336446,17.741635526528775,57.26478821183173,15.148917297209202,2.2455484516868123,12.662759034047165,7.833888466670238,66.59071145659152,21.000480214991498,28.957520914707118,36.453999392795986,15.122192822697313
UniRef90_P44390,26.839780827339577,38.173983810310304,1.9475612882761955,63.35956325811127,102.62676282346553,30.518247421615094,39.767413357186086,50.05119235424864,45.80602932847268,48.01512715703314,14.233182133365544,3.68445226365288,61.73334118378731,5.992462301698309,32.41249660081078,23.06990183507157,5.519912329509614,12.19409618320096,17.014710237885915,3.2362148549968563
UniRef90_Q97Q16,41.925773078210156,12.354841506615966,43.55283735025263,50.270067828122905,22.405513498558484,18.227396517083537,14.873387284395116,43.3917071979206,38.1835494072808,45.68127175973788,15.386614963454527,40.47575362587692,23.368433529922957,2.9330826695204713,15.521038964781635,35.51438388515344,18.672347231686988,17.051063162091182,52.57628940324793,22.341101954868353
UniRef90_D2NPM3,2.1800979488088696,7.68568635164673,12.374284490551174,15.674150014897618,5.17426753786109,9.32648813093932,1.8396137696363708,17.850193894651202,22.0024656720322,2.9035488037165,3.7373909984505906,15.410693488004734,9.729433321054392,5.819743358163237,25.065131201373365,9.786007208714063,10.377151648990974,19.066246171613,11.246684120276742,18.80950784832384
UniRef90_E0Q233,47.23620389549405,10.166578510351947,40.67853473283486,45.43317479664808,25.23051417949706,27.67977468176416,14.6282399109628,45.3824703871531,19.30020992835119,33.30269546498324,15.275112761474919,33.86163108213291,24.94238672997948,1.6187768819626749,8.892787970289831,33.02708050781829,14.516523024186176,13.633601653002305,37.90315209468556,22.10573823477405
UniRef90_D3A1Q6,13.453269021012057,37.963716785169325,2.117945394523048,32.84016652910172,78.1862848833238,16.304182574847417,18.846204943328065,27.974437170535225,44.525312291892966,32.833842159350546,15.262647297704161,1.625183985624218,54.76031748670771,6.395535090997486,34.93378273336603,11.302272546359589,4.679227180387073,9.646118457555287,11.882670992490452,3.183207453179337
UniRef90_I0UUF3,4.159378702258632,4.342301549904073,10.746287892843986,11.560376136049658,5.720276137263189,4.18682798037267,2.0839725713352713,13.999598306076773,2.9637956775321688,8.87026777862545,2.553250337435155,11.316135767844212,11.46280730570318,3.3488914307114777,18.231189246785497,7.806318332476397,9.945595064966792,12.624481818320774,8.040295794111687,15.977614532130254
UniRef90_Q9XB21,85.22177249670531,34.33439264490644,79.3518226411713,55.536938450785,41.48352610109255,35.03874773893993,52.55696234112999,62.52403371805917,109.02712944139512,42.512138905563134,37.808878920824824,69.77189467844606,28.067980548210215,38.85782827220041,32.48804868859947,76.74513412669108,39.04906684009976,6.031875997103137,48.3967504945799,66.6846012355518
UniRef90_A0A2G5ZAL1,41.446305575236586,51.774195982094874,0.4806839903316408,135.6595052505569,134.99338401469234,73.58907933423508,95.84385980351385,88.96538682514677,90.51429346291361,15.41921373450775,53.327024626244274,0.6096673193749578,60.71954181735607,3.1856365894087384,133.75939485370435,29.061146568758794,5.386087689040113,5.938358539810431,9.239613306069185,0.8982231250507526
UniRef90_A3CM01,10.605784526036967,1.5170910611062212,2.643766245397483,7.240550156391076,2.84093273210035,5.476171577300797,7.943259107693625,1.7185013489050165,9.026172323526136,9.199290290474211,3.1524918185769994,11.203186464565704,1.728050530733448,7.558641024740744,4.352598592992815,6.740640788087238,2.221622510223088,3.910382828301042,5.556094494821642,2.9614888939844746
UniRef90_A0A0U0J1A0,25.224566779414737,7.206055770302687,15.05145718120378,18.046294412487622,11.070362982244736,11.029883264808932,12.714935941492868,16.84646766061568,37.87243300605327,17.203909228426173,9.398461698356348,20.29272041805139,13.640612251930945,2.687004634345173,7.459373395256749,20.30196091106673,8.721198067823321,6.518607515984077,18.135748590337787,12.035822064191184
UniRef90_A0A0U1N3R8,506.08070985597857,57.86721510708375,11.619694623027026,600.6547346345659,582.6846188138179,810.8121814429127,121.39699668796112,102.77068079732499,334.9174224163325,501.5713442218236,227.03092509149056,131.1566168892857,353.15493693132083,377.04293083885614,133.18311260749115,25.088165194875536,3.3330476065547807,1218.6381624246908,749.4361852068535,185.26242173718788
UniRef90_L7VNU0,45.43736854980258,29.08760896354917,33.96747111892598,45.813746029646,22.640885641916594,34.719284539731035,33.37583803964059,15.20329804276721,75.8147385016181,13.515708698932617,13.07688313651531,30.89724682534515,23.73288869062,27.60403813891414,46.547849428218996,33.91419196472718,13.997285369238957,26.396534705836306,21.05350399046691,48.88088513065944
UniRef90_P0CB58,66.08876832730003,22.42825792134363,57.493614224305794,60.87004915150147,46.915989773525204,39.69319159917176,31.68116638070891,66.34885594213402,99.36410910819876,55.53922687624758,29.03458538021002,39.683996954536475,36.90777130028959,25.7912827596246,29.010241721164068,59.0924983785591,29.184033000623224,18.16258795682018,60.44155648949133,47.554976416771396
UniRef90_A0A139PI20,2.4676102895313536,3.272884756573312,11.701601776991131,13.052968243808706,5.362960509300245,5.2060801626834055,6.312905313037575,3.215374583911139,26.191452014223078,5.907144383068474,3.381371424055072,17.153116795070446,4.2370063236701,2.0087977783188533,2.3802930926850143,6.591239702750686,4.085772832400245,5.822800574947138,7.941794582347167,7.429352810238855
UniRef90_P48853,93.22125172214932,43.71265986738301,107.66284894804272,75.77817297390362,78.14708962197774,63.387901990935354,53.09492359527976,92.93832596897687,146.94016985807826,105.63478124906784,44.63097928572649,121.72336594473585,94.1635220413894,112.91905578342576,59.22660501764747,114.30626348329119,70.23296085391601,48.05906154624699,76.6898803009208,202.95478187198893
UniRef90_A0A150NWK0,8.330270913961158,1.291584287287394,2.8860691386891233,1.5628489491352575,6.544514909392542,2.961281808277221,0.719048111837172,6.434137871738326,2.459483719531074,8.01355542121797,1.421413063183153,3.9393204816379255,1.0457227717587554,0.3410857640767067,0.6149580347134654,2.9633907019873384,1.4757204573348506,1.8722473969516318,8.384177127444827,1.920494551819566
UniRef90_Q59622,28.758070559481933,50.433323846606534,2.0178638452248254,48.29167218740029,90.53070399797687,30.502230094699225,40.313188428795215,41.250957635654814,59.33944187447615,72.17211122306098,17.151033277625928,4.660232187819378,70.10824144332432,7.160696684985633,39.06464196470197,22.30024300265183,6.577140980393766,13.189405814219805,17.662873221704963,2.730321878793193
UniRef90_A0A154TM74,17.15339143781981,41.61903096011717,1.3752847708480977,36.86185548144011,61.955060990494836,21.92230388607061,31.938252784140285,34.820411488512775,39.18080888630682,47.85018066742639,12.837083028898741,3.6551251738292,53.44017123460644,6.206271317173647,27.174314302094288,17.651345750418482,5.347736124694692,5.49580162862865,18.242941063694627,1.433840731363488
UniRef90_E8JVJ0,38.91756310669467,12.931468445181299,52.3907641160439,37.722672949701405,31.510556094549074,22.233026743398934,19.682512910886125,45.88467688683024,44.0100409434348,39.00178073292713,16.928884006923006,53.041474309088,42.7485285612086,4.442416450693856,18.061852029492208,45.751743506298375,21.221373794082783,26.9072669406785,36.19378295267633,27.557134943631308
UniRef90_F0EWB4,14.254993520715333,35.461437171857426,1.4646607631655695,32.3572096395227,50.36583919749192,17.783576401519994,25.383282017417645,27.67258337375484,47.85591934216299,29.11736522410054,10.064515003110643,2.3007738623572505,37.61172040545715,4.8723698024669675,30.57505393879099,11.124772916672011,4.896519644458179,6.33129814193749,23.403710509031896,1.9786631371137497
UniRef90_Q9JTI8,17.41806724826403,36.43789294564575,0.9014950872037735,33.20605710105554,64.73087233056397,15.730156743765095,22.531712223124792,31.59779018100054,41.30301105035017,32.264493409250704,10.351246776272474,1.715855571591952,49.97578141528153,5.193649403051868,25.284799492396463,14.94070169102676,5.044490115478007,7.355444217303309,13.964591468997178,2.437466583471305
UniRef90_A0A2S5FIM2,18.092858293081683,4.648650201327121,29.606843349667557,24.226468394458745,16.663248803449807,24.129109432475477,9.42103722100587,50.692947995178926,31.247741713991072,12.744450306730435,4.755777144536595,17.533844359957893,47.48231447568773,21.4431615978717,4.2028632559497066,15.371850915324753,24.405311981140876,25.660729611414357,46.46103160499165,25.05821746573103
UniRef90_D1BR38,5.756818547788644,29.794247687714613,30.749479220147165,35.45569930707436,13.820508870050647,11.570744850639024,37.77778664803777,9.837138950184698,22.246282746809342,18.491210043397782,30.77636830679374,29.1646757573076,9.410586631060873,15.092127066759264,26.48990618486072,10.35944240081544,9.974100329708804,42.051590532898004,7.552045495059737,4.2134830229590285
UniRef90_P63903,24.25491502239061,39.06678390919932,1.6555827364024351,38.973012142710296,74.5272822935955,21.35469097293358,32.04328599158695,34.026331599778956,40.99998647053299,32.272779385058904,8.689818917822508,2.9924506008165372,38.0826789325641,7.36002752598916,35.13291180752393,18.068813276014254,4.728289045805727,5.489372551134298,12.610224822919731,1.6665407576978313
UniRef90_A0A0Y4MWU9,7.679785887074451,3.6628601587721246,6.499910251592761,15.137868108149659,16.598027918736246,13.098749453111758,1.7323170215539072,9.846512258275913,11.742004864577417,11.67930636007585,2.856824535329188,11.773204752894426,1.4133431266435852,0.9347060508156959,1.4272768996238068,6.578433745803681,3.8122614135644186,4.559818758050363,7.571279335514439,5.475087826910515
UniRef90_Q9JXG5,17.219722443881373,37.08748008654181,1.4680263651230752,39.091301368721126,69.99213329473031,19.65673842707387,33.573893523235846,27.595167455956318,43.91166831967943,42.19756550333326,11.048753777775913,3.0410785665509734,50.46702630735587,3.6056598446613295,24.04421786083024,17.634074743138058,5.266987989283776,11.80619412762929,16.246641449705393,2.0877526363222283
UniRef90_A0A139PIM2,43.89677130795414,6.376342811535248,12.246326221160421,11.231083260492857,6.4600309262833475,3.982500020948294,8.045030484642163,19.700680153215693,25.37039241622361,8.432423314336152,5.131826064343354,18.33109279757219,15.218985600830406,1.4411161304965991,10.774917796182939,7.2269392540577515,10.024281691317068,14.977799593296178,22.075547561991897,14.820892434692741
UniRef90_F9Q3J5,5.672979107914998,1.740551055027303,9.779148854659622,7.496131194132357,5.082278131317561,5.632860499957283,5.387377174093839,1.4795486010760381,17.69820194388672,13.146968753613052,3.5415248543159956,16.1881921803983,6.412670015042469,0.9089651312085448,6.059147441388616,8.006980352713699,5.082865278114578,9.151701621486517,5.845645995804576,11.164807429423437
UniRef90_I1ZJ44,44.05858705118383,22.60399283943349,66.95170957960092,38.68824603468315,22.634691753723473,26.3992651820612,29.723021586500256,33.78968815340744,61.373790106482325,11.587197509164602,28.024682965128093,55.31048990960161,58.8972041689018,73.58909881473112,31.563724045164523,60.10388376493798,42.34036699871127,20.297803226918194,52.40883817302832,96.5175571760229
UniRef90_A8AXP8,45.679845770238536,37.69194499693704,60.04584732033871,56.04287954990717,37.07941404155718,68.24280071671238,28.69798768110014,59.93821547538947,147.97750577114505,73.98104631729531,21.152069896217423,59.48484325009804,48.10412400239086,29.50988315890189,24.278804308424977,64.9855376701077,34.95006940198685,27.35886612983818,45.3122729703992,53.60371423247967
UniRef90_A0A0E2P358,43.59178896840411,20.21148538629364,38.40448528782703,47.70428370686149,25.18138855221907,37.255852875334234,16.296375235463547,61.25970266155898,95.87294673136047,23.986514335324173,24.271533796214676,29.25835574172692,23.781475108705344,4.260496493792058,20.73993986239326,53.71486389230396,19.663974792156296,11.69761637528369,46.38812135342383,22.79893855239952
UniRef90_A0A0F3HVP1,44.871579663433714,35.0838653026238,60.494324416353045,50.98250373779875,27.838903687255144,28.33622276966776,31.66041098631937,59.78173073989472,140.9665519293943,35.070843972976405,42.7382361035977,57.59038043237118,53.746102940836785,19.037150151201708,33.68714334875192,67.21957432391832,29.52977732633728,31.784864962244725,63.74199750710682,49.98262739954739
UniRef90_A0A0T9AH94,0.5118315401833006,0.5110875057582153,0.5573462520992484,0.44472766378295575,0.636770362056449,0.826994803596331,0.5398177831571086,0.6619282805893395,1.6169448619929572,0.7433419754147484,0.990843831584144,0.9227244591609163,0.7981627818570461,0.39840155974856006,0.3361965051203289,0.6546313211008068,0.4134024456631966,0.9580796352003791,0.7058348108725602,0.6742049619775009
UniRef90_A0A133ZTR9,37.20262100664463,15.390691381048654,5.298190913182618,12.14023119088525,7.130978043528331,30.23412587209643,16.07513192619922,25.075324151322253,18.093710347992996,21.639132167916618,26.782096475656598,10.371898989271395,3.4548944654297244,3.2446820781462558,5.285199607709997,35.54914261489271,7.394813285919029,21.871701136720937,48.883109547843866,2.879738854639446
UniRef90_A0A064C4S1,46.481723902100825,15.646806378349321,43.72377404027937,35.733671692203984,26.05471551644281,21.01445156110662,19.15895344077217,37.26870501783499,53.566008023158254,23.205695145307587,16.23319335509015,32.24718509645902,28.568842812202135,1.6903159862868489,13.566976174668042,39.49318828543138,18.57479086919014,16.79743069291144,40.073697482942706,16.90996653078605
UniRef90_UPI0009BC6709,23.385999404157005,1.3937247797078465,10.633446172931277,40.116142981654356,12.978604318080471,4.679345344031826,7.589768953923225,28.952548749845022,6.723689934669876,22.46253095960276,0.8057569258497126,6.902967684099009,27.35154444761953,1.5274182985236213,2.4690309466172295,12.030438090296656,5.700870778640309,5.6744314935881235,18.037358849687415,12.862935257572696
UniRef90_C6M6D2,18.094976351942726,39.13366267535067,1.9479072373984023,36.668879525507364,69.14613127270349,31.143498052886635,33.37147157040223,32.08390194048837,43.93238219262223,46.423981078457956,12.413514318523681,2.0166670279169674,54.5488873432402,4.495738879509612,29.263294711891625,17.761543430278728,4.634105689788104,8.419838159169197,12.548065286965514,2.9305646008089785
UniRef90_Q5F5S8,32.2433299929774,64.3633590881996,2.674408812916914,56.1119940832895,101.38845055577548,45.893297451299,47.61841388609198,43.790214140286785,82.14515732019632,65.03415625665642,19.33076620542163,3.628695670175747,83.02550863919296,10.856437894482166,43.80232022866862,27.734047550866297,7.521357146460118,21.11947611187516,25.062171002518085,3.197610810539066
UniRef90_Q04HV1,53.039166632497086,7.464534707573049,26.41154100567142,45.08035518143185,35.62944179396421,35.561497189581495,9.013763000044502,59.92819496138403,11.410648064704436,33.388878556704576,5.514074025866706,17.996565290798014,25.7226688756678,2.1647361591263308,9.034313851953335,28.78998801856892,14.16456960587892,5.639832921162223,54.607476608405726,23.39593084899423
UniRef90_A0A359YEI8,12.7977210892878,16.30530685180682,42.499412315975036,18.496552052996645,12.814654615417341,6.285986337201811,19.644874797358256,8.969957925115608,47.21564463194597,18.05933239057584,18.968615823131252,28.487144861008158,31.467742045906807,54.72718395557728,26.974767457733986,34.238043128268664,25.35172615565573,19.26116304283991,18.62280372360698,91.1530304176023
UniRef90_R0LDC5,12.669430163109016,2.8242045907413504,5.010709393008351,44.86091838381071,14.517295679117275,20.65311908701781,2.559498439221677,13.984744946127643,5.850483449640014,34.18793104228133,1.5431743325185376,2.961936436881778,6.58355088110205,1.403205563073381,1.9208059555788919,4.486975823799326,3.990643680422564,4.970758058517035,4.40972009400885,1.0900447011089247
UniRef90_A0A0F2DP28,18.087123816539428,5.344073173467823,19.650099171387517,28.137562615069353,18.295023662435998,14.542045793633985,8.054805716652034,24.291289654044807,31.275270532906294,37.444880224024864,7.854754133748092,22.01602483413251,12.016141975533396,2.3380192103013875,6.2397027320680225,20.936712821433762,9.698972105002772,8.861436698408314,13.98890858739437,15.318767168763396
UniRef90_E8K2C7,18.463428309880303,11.641447274566683,31.570343300110984,9.913823100247134,19.37642995411214,9.538811869577396,18.06712468346804,7.8359936474153296,76.25332360504981,19.09954542923338,15.529264329502656,36.32995456933036,14.2962436038351,1.4153421641351422,12.68698989406388,22.8841946112096,13.138990443570718,23.746777535004526,13.57661797135111,17.807026599270714
UniRef90_Q9K151,23.29720791182843,43.95240669292571,1.6491504027555688,37.93542079204898,101.78966356470286,21.886842036063715,29.059245963786292,39.077942889552965,41.78202507554668,67.41926173309292,13.04801014797602,3.7835659188916275,55.51238983797663,7.681787803196305,30.922790662605323,21.47308705751634,4.782665617295447,9.583095792682524,8.291627415233965,2.53117127151446
UniRef90_P11546,19.09717861754284,7.327711528950044,18.9313702262383,20.718161881396423,11.937697680328451,3.0368608197087403,11.575553434718234,14.99550082154535,28.128147289992146,20.290599157036354,11.749356980015751,13.443434600558582,9.212439866062148,18.401190058696482,11.496158979885394,18.004981691218106,8.624439062738968,7.3000244857252,8.106151114654576,19.8511614012388
UniRef90_E2PGV0,16.115520822685024,31.489067791271644,1.4650779989102527,32.22205711333981,65.21611672128542,19.73758501231732,31.954790865856026,27.93340739861729,34.882800241613005,38.58076564438175,9.019987221509469,3.661670164702034,53.14143149062187,5.8602345171088235,26.501010453468837,18.049886075382993,4.991408479226357,3.337421219045646,13.62122668519033,2.3958849078620985
UniRef90_A0A133RVA4,35.91439985411405,8.179888279815689,13.599268866877951,70.966225151255,36.25924442805313,22.28096519868018,9.365032813555953,16.232827882266697,13.103416885656099,2.955488850989555,3.884596547772175,4.785818701108667,7.603807582638102,14.238733268570304,17.509214882320073,10.72935499170783,2.196058621714062,6.719721505601169,3.577284708205508,6.063562114393136
UniRef90_F5VZV2,15.340134579416915,18.928786753996228,35.2761191923719,14.975439080036663,14.739692502652511,10.248593553116276,21.734392749683852,11.363540971096514,66.00184444401792,20.285309415206815,22.813488551057805,39.07131720094249,20.553232886404153,20.615211855828587,16.56145339476648,38.503605701955735,16.898407900547745,17.51164738137045,14.257157005145354,31.814157864459748
UniRef90_Q5F5U1,32.65510651985492,68.61096469129765,3.7488037179276965,52.01186469093306,107.88106494912383,42.1575608126324,53.803759142644076,38.356120647766744,64.0489729929747,66.49148578568979,23.719215096481303,3.287218619333364,92.35581801606696,5.889084590217586,32.34776359780819,26.674360462680955,9.70007820525294,12.596927837567266,33.608000514196505,3.306861687795849
UniRef90_Q3K2D0,33.51723580546139,24.298228101975237,58.51136618947725,41.81318640460722,30.27430828752225,16.022186766211647,31.364797881624046,33.26990111559138,67.96444060508641,52.6145230533423,38.081879663834805,60.12829311016588,39.46881731133219,54.264839546545744,35.83184932197248,51.40763171093727,38.39367038527651,38.57284888399166,41.079332495413325,106.82704155818924
UniRef90_Q97R65,45.301188905516376,11.23786216186009,39.40428456603162,32.336111539379964,23.30951520559572,21.207512430254965,16.0824698184049,40.031407287860006,50.726397791395804,29.773951911949638,13.59221052080129,26.715558457721365,21.613539676428648,1.1139864628636231,13.60734748928422,30.065187542389324,16.213078166960784,10.97290497508008,41.546521403974715,17.494628758052094
UniRef90_A8AZV3,148.02542201858137,86.28049986015489,184.66660369153408,181.25759040905245,102.22329145419754,56.18455517813289,84.78900534278245,184.85051475111666,277.67873005571045,140.2856236510376,82.9820165274999,192.03883232677768,101.58859522273099,138.89964527853084,95.87912993015556,186.13818063292098,92.5862838313742,68.95799769618048,104.39649995245753,155.3250707466226
UniRef90_Q04JX1,34.54243846099353,6.00781066727125,26.706678746530034,27.491336178889565,17.14617369395562,12.636276159114981,6.842657830655232,36.08547217759962,24.63321343977709,24.826760680436397,6.619224901815551,23.55212495654791,17.270643620207977,1.7386205951788967,6.31510845012835,24.25576566137938,12.11788735748261,11.949447744141423,50.86236343560225,17.67672815343435
UniRef90_O87408,23.5351079156113,39.29327850386673,1.7345856129272077,29.713552881405334,73.65863374269688,16.115125360467147,28.579330382898842,37.876722806051426,44.424095940436544,38.122714934356345,8.887907946308225,4.368993627270014,47.86591948658265,4.91181386754692,26.800272923052724,16.8850981283807,5.0297113181506115,8.16982130061454,15.216241122992882,2.624349968957814
UniRef90_P48371,12.570381030890326,28.91128486011416,1.0560938976006546,27.494066108614575,45.270577529335505,13.591138887867796,23.4136761570741,20.16399154476835,32.75166863195468,22.78550513645769,8.392924501945664,3.6013380500429597,34.29281919162069,2.4252394325315882,21.65339293993758,11.21003673160543,3.69360403633103,7.88559087307527,14.937940506300984,2.2091518074649485
UniRef90_A0A134C014,4.885694993167497,16.439371693056682,26.175146412300627,14.047977556748233,5.6587527627785885,4.055599445137009,20.989799009174586,10.153307986932258,13.550085079184806,15.633926442790107,15.595087633736169,14.20446824204317,14.243578297541033,37.74262626387558,17.886170370248475,9.404324816941026,7.15318334036972,6.382651051890563,4.366516853478679,6.479149571973293
UniRef90_P0A2U6,69.46190263814191,21.364478190561766,59.851133020930405,60.27699153247114,38.30697934900292,44.67402379536461,26.014843200596832,77.9315615577228,92.60835020491302,43.06622604779548,23.12181259827457,32.74052066729551,39.97534275812772,6.570281060888817,14.37257418648019,51.6296333957188,23.808882354113717,13.775680671873006,52.84710485634596,32.05443244337475
UniRef90_Q9JV01,17.612395746303896,37.072937577458504,1.1597728446229592,27.790106352126724,54.30809233491581,23.330617900488647,27.68509425057418,28.912796226974958,37.17627045122352,39.65642986801737,10.003054556990152,2.9570339682105513,48.80770307624074,4.804580458217131,27.74190741858778,18.684090448027263,5.02973297898173,7.025283180152519,14.332952482335678,2.832008311445493
UniRef90_E5ULI1,21.83657685757623,36.26597449468444,1.2687756995368502,29.96767863647617,78.60346458122451,18.67620198933893,27.6834741454067,30.72441950693326,46.275862209308784,44.981210690799266,11.463899982426563,3.5187363120515607,53.028663829515,3.89980053947926,24.61871878257125,13.746446557222836,4.256863782326403,15.738540306048547,20.93448285932059,1.1905369822392318
UniRef90_A0A2R5F6X4,26.851389673590234,40.34079519641454,2.36400181364383,65.6927620279398,85.44869170993401,27.27959680442215,42.54472892597699,39.60857630675501,33.94827529738517,43.215443492895496,13.738893392266197,7.211023412080122,80.07939549722035,8.403466879668695,44.7336262199834,23.689483250154293,6.080985201637886,22.453860354792173,46.89525939365706,5.415084055773881
UniRef90_A0A0T8F3V1,24.279588278547724,17.219139000038677,24.538024148649676,25.163193448791446,12.609669647119745,11.158646169873915,12.30323009737394,20.18372430154724,42.75770251099771,14.743825138290848,9.746434124984246,21.872579290248805,17.64285737919201,1.7924399444502295,7.056386817038798,35.99415317631445,10.347406561994992,5.036115132715729,33.94913247853693,9.0978272960403
UniRef90_W1V606,433.720268690632,91.21138993562951,29.002075814365927,684.4166515901532,259.391158223677,56.657651799740506,4.263803007191503,99.71160936484235,11.516298684485214,587.3507715321621,8.494696535733743,12.854782953407714,329.48686910173905,18.643740435271884,6.773967167555798,34.79702291307621,4.4944740316784335,87.56507400899336,42.13191281728745,370.6417636721227
UniRef90_A0A150NFZ4,3.730494337444253,1.9992913248750424,5.715407050169427,12.228617166006096,9.23845676946851,5.631778467115614,3.49076411444286,11.743291303566101,8.85132225947763,8.924537027189427,2.1697529205509967,14.018477764686113,1.9242606584326944,1.2057407713836468,0.9813144860773433,9.105917159613558,4.604275382056294,6.701521739282328,8.410271104507958,3.7438396472921274
UniRef90_A0A1A9AHF0,210.7512868377296,34.87454408652067,11.150168910115147,256.97698154472386,187.60928211689335,155.01932713405515,7.145873540867872,43.09727283233029,49.18379529561109,252.2771750448608,21.053967542322237,25.277526037035226,175.25760205889674,62.734203880212256,16.501317183123188,14.545192199184479,2.0082704219325582,145.56766725009646,104.06911741925147,150.8080653344648
UniRef90_A0A0H2ZNL3,29.0042590871097,4.430253360266371,24.597168417918667,28.754209349191033,14.338337953362695,10.833077710459659,5.726222941064022,28.94148467981421,16.84995673967461,21.27079453358182,6.076490174182832,21.5326612314027,20.40979610250677,0.9217892206626875,6.357564167223241,22.131780516127847,10.834577029212257,6.9007144179876185,41.37445966460265,16.66498408172208
UniRef90_P0A3Q9,44.31958804920599,17.662729018765468,45.255413123174996,32.144522515992676,38.96379319438468,25.490233044947225,21.25932269574251,42.43743777524289,58.59800977407242,39.491558974032124,19.355397773570285,39.134461132891474,29.397901178506682,1.8155377477027042,14.320343727947593,41.239501544954386,16.68690417870307,13.927568325077852,47.39363760219137,21.990999202796644
UniRef90_Q9JVP1,9.425966045825529,52.551408774605385,2.4483964341515225,39.364452285034645,81.02849458553686,20.563056977959366,39.06909997833913,34.804537158743024,66.22356129057614,49.79185655098172,11.05751307834142,3.5213847570103582,79.07485082529314,2.433385585941853,33.55528667728564,17.630204550921203,6.382387862204927,13.572816928692726,13.719530930132036,2.7570107599323217
UniRef90_A3CK65,23.591545211847375,13.035861619970122,10.920352528420727,8.639026568614671,6.787496158330352,12.958319465238135,12.336380013769682,9.15438710200048,16.330403502839015,18.27435570539804,9.051747974898635,21.421609427175266,4.421926822221009,12.49368614005427,8.278608108928571,21.917482800416987,6.564637966718795,15.63363778846802,13.759636956559502,5.496424136061365
